Symbol,Name,Price,Change %,Gap %,Volume,Volume Change %
1JANATAMF,First Janata Bank Mutual Fund Units,2.9,-3.333333333333336,0.0,20268,-98.31010999126207
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,20.8,-0.47846889952152094,-0.47846889952152094,6708,-98.87147272136917
AAMRANET,aamra networks ltd,19.4,2.1052631578947296,1.5789473684210564,1806,-99.37258117187663
AAMRATECH,Aamra Technologies Limited,12.9,4.032258064516129,4.032258064516129,1,-99.99434165110621
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,3.1,3.333333333333336,3.333333333333336,2,-99.99969714315135
ABBANK,AB Bank PLC,5.5,1.8518518518518452,0.0,23030,-98.38202367177351
ACFL,Aman Cotton Fibrous PLC,18.6,3.910614525139681,3.910614525139681,15000,-49.97331910352188
ACI,Advanced Chemical Industries PLC,167.8,-0.059559261465154445,-0.416914830256115,1487,-93.57750615470998
ACIFORMULA,ACI Formulations PLC,131.0,0.229533282325946,0.229533282325946,30,-99.7368190192122
ACMELAB,ACME Laboratories Ltd.,75.3,0.0,-0.2656042496679985,2190,-96.54225085259569
ACMEPL,ACME Pesticides Ltd,14.6,0.6896551724137907,0.0,81626,-97.47164560788794
ACTIVEFINE,Active Fine Chemicals Ltd.,7.9,0.0,0.0,17268,-80.75795901538872
ADNTEL,ADN Telecom Ltd.,62.7,1.1290322580645207,0.0,43664,-87.49838948426274
ADVENT,Advent Pharma Ltd.,14.9,0.6756756756756733,1.3513513513513467,35900,-80.78549331506439
AFCAGRO,AFC Agro Biotech Ltd.,7.0,2.941176470588238,0.0,8702,-74.15656925635543
AFTABAUTO,Aftab Automobiles Ltd.,34.5,0.5830903790087547,1.1661807580175094,1522,-98.85972009949354
AGNISYSL,Agni Systems PLC,24.0,0.41841004184101016,0.41841004184101016,11371,-98.52297628526783
AGRANINS,Agrani Insuarnce Co. Ltd.,27.5,1.8518518518518516,1.1111111111111138,2002,-98.2147475053727
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,4.2,-2.3255813953488293,0.0,328546,-33.17998405492914
AIL,Alif Industries Ltd.,48.1,1.906779661016946,0.21186440677964896,10569,-97.53782142973624
AL-HAJTEX,Alhaj Textile Mills Limited,127.3,0.552922590837285,-0.07898894154817876,2626,-97.85678141782152
ALARABANK,Al-Arafah Islami Bank PLC,16.7,1.8292682926829311,-0.6097560975609627,23,-99.8749728201783
ALIF,Alif Manufacturing Company Ltd.,5.0,2.0408163265306047,0.0,3049,-98.9544612852342
ALLTEX,Alltex Industries Limited,12.7,0.7936507936507908,0.7936507936507908,12006,14.659535860949289
AMANFEED,Aman Feed PLC,22.9,0.8810572687224639,1.3215859030837036,2701,-99.27070957986824
AMBEEPHA,Ambee Pharmaceuticals PLC,787.9,-1.4878719679919952,-2.4506126531632795,1621,1.3125
AMCLPRAN,Agricultural Marketing Co. Ltd.,217.8,-1.9360648356596053,-0.90049527239982,3803,366.05392156862746
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,20.1,-6.944444444444444,1.8518518518518452,33518,2283.9260312944525
ANWARGALV,Anwar Galvanizing Ltd.,60.8,0.49586776859503656,1.4876033057851215,9604,-92.97824894900384
AOL,Associated Oxygen Ltd,14.5,0.694444444444442,2.083333333333326,1618,-98.95199108739021
APEXFOODS,Apex Foods Limited,215.9,1.6000000000000028,1.647058823529412,346,-98.18448945324798
APEXFOOT,Apex Footwear Ltd.,260.0,-0.4594180704440998,1.071975497702914,11515,-97.63588284326407
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,142.9,2.0714285714285756,1.9285714285714204,12953,-89.07159610549584
APEXTANRY,Apex Tannery Limited.,63.7,5.990016638935111,-0.16638935108153316,1491,-98.78407802777619
APOLOISPAT,Appollo Ispat Complex Ltd.,2.6,0.0,0.0,10180,-79.90366392924825
ARAMIT,Aramit Limited,184.8,-4.889346371590324,-0.6176016469377339,12003,10.953965612867442
ARAMITCEM,Aramit Cement Limited,11.5,0.0,0.0,100,-99.18173635545374
ARGONDENIM,Argon Denims Ltd.,19.2,0.5235602094240727,1.0471204188481638,39278,-96.18098093893536
ASIAINS,Asia Insurance PLC,29.3,7.326007326007327,7.326007326007327,1,-99.9983996415197
ASIAPACINS,Asia Pacific General Insurance Company Limited,35.2,3.2258064516129075,2.3460410557184668,3851,-93.03263858734984
ASIATICLAB,Asiatic Laboratories Ltd,57.9,1.4010507880910632,-0.17513134851138604,1711,-99.54399113034765
ATLASBANG,Atlas Bangladesh Limited,60.0,4.529616724738679,5.400696864111501,2,-99.74358974358975
AZIZPIPES,Aziz Pipes Limited.,48.0,-0.4149377593361055,-1.4522821576763543,2048,-54.98901098901099
BANGAS,Bangas Limited,107.0,0.3752345215759903,-6.1913696060037475,6313,-85.79400976619635
BANKASIA,Bank Asia PLC,17.6,3.5294117647058907,1.7647058823529453,214208,-66.61362244253846
BARKAPOWER,Baraka Power Ltd.,7.5,1.3513513513513467,4.054054054054052,425,-99.88948293616534
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,874.4,-0.4893592807556695,-0.9900990099009952,225,0.4464285714285714
BATBC,British American Tobacco Bangladesh Co Ltd,253.9,0.4351265822784787,-0.11867088607595386,2651,-98.39095389545753
BAYLEASING,Bay Leasing and Investment Ltd.,3.8,0.0,2.631578947368424,19874,-91.61416907529694
BBS,Bangladesh Building Systems PLC,10.3,0.9803921568627592,0.9803921568627592,14741,-93.85632955180088
BBSCABLES,BBS Cables PLC,15.9,2.580645161290325,3.870967741935493,6164,-97.86408305265638
BDAUTOCA,Bangladesh Autocars Limited,107.0,2.1967526265520507,2.1012416427889233,1160,-98.18101988333437
BDCOM,BDCOM Online Ltd.,24.4,1.6666666666666607,2.083333333333333,63646,-83.5125949412996
BDFINANCE,Bangladesh Finance PLC,14.0,2.1897810218978155,-0.7299270072992675,26812,-91.05461582090548
BDLAMPS,Bangladesh Lamps PLC,144.3,2.3404255319149017,2.765957446808515,6,-99.98504188272837
BDTHAI,Bangladesh Thai Aluminium Ltd.,11.1,0.909090909090906,1.818181818181812,9651,-97.33866097502461
BDTHAIFOOD,BD Thai Food & Beverage Ltd.,12.7,1.5999999999999945,0.7999999999999973,7770,-96.59811823837691
BDWELDING,Bangladesh Welding Electrodes Ltd.,8.9,0.0,0.0,17987,-23.631809111365857
BEACHHATCH,Beach Hatchery Ltd,47.3,1.0683760683760684,1.495726495726502,23109,-96.54784526028969
BEACONPHAR,Beacon Pharmaceuticals PLC,107.0,0.5639097744360848,3.477443609022546,13160,-91.94210068700328
