Symbol,Name,Price,Change %,Gap %,Volume,Volume Change %
1JANATAMF,First Janata Bank Mutual Fund Units,3.6,-2.702702702702705,0.0,1419321,-43.03340521782687
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,21.9,1.3888888888888755,0.46296296296295303,209891,-53.21981389647294
AAMRANET,aamra networks ltd,19.7,1.025641025641022,1.538461538461542,173221,-15.57978254194913
AAMRATECH,Aamra Technologies Limited,17.6,3.5294117647058907,0.0,152599,-6.564413421503796
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,3.7,0.0,0.0,1388178,-51.76224197585433
ABBANK,AB Bank PLC,4.7,2.1739130434782727,2.1739130434782727,423130,70.5144892786189
ACFL,Aman Cotton Fibrous PLC,23.7,-0.4201680672268967,-1.680672268907572,74534,-14.928149932087702
ACI,Advanced Chemical Industries PLC,189.3,-0.4731861198738051,0.0,4382,-65.5530225611194
ACIFORMULA,ACI Formulations PLC,158.1,1.4111610006414295,0.4490057729313589,115020,28.281769311413978
ACMELAB,ACME Laboratories Ltd.,79.1,0.0,0.7585335018963446,94823,-59.49517947228357
ACMEPL,ACME Pesticides Ltd,26.4,5.179282868525885,0.7968127490039812,6867746,306.0734707971645
ACTIVEFINE,Active Fine Chemicals Ltd.,6.2,1.6393442622950907,1.6393442622950907,105226,-44.26382334090776
ADNTEL,ADN Telecom Ltd.,61.7,0.325203252032525,0.48780487804877587,60283,51.327944572748265
ADVENT,Advent Pharma Ltd.,14.7,2.083333333333326,0.0,53789,-56.0737589115824
AFCAGRO,AFC Agro Biotech Ltd.,6.9,1.4705882352941255,2.941176470588238,111726,75.78313063452855
AFTABAUTO,Aftab Automobiles Ltd.,28.2,0.7142857142857117,1.7857142857142856,91512,64.0
AGNISYSL,Agni Systems PLC,29.8,3.4722222222222223,1.041666666666669,441724,73.6288702747959
AGRANINS,Agrani Insurance PLC,30.0,2.739726027397263,1.7123287671232876,162756,189.6168834635301
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,5.7,9.615384615384615,3.8461538461538494,6249266,615.5175631532727
