Symbol,Name,Price,Change %,Gap %,Volume,Volume Change %
1JANATAMF,FIRST JANATA BANK MUTUAL FUND,3.3,0.0,0.0,66281,-89.70101061581683
1STPRIMFMF,PRIME FINANCE FIRST MUTUAL FUND,20.5,0.0,0.0,98958,-88.60467821038243
AAMRANET,AAMRA NETWORKS LTD,18.8,2.1739130434782727,0.543478260869573,24235,-86.07991912740306
AAMRATECH,AAMRA TECHNOLOGIES LTD,12.7,0.7936507936507908,1.5873015873015959,605,-99.18691538544242
ABB1STMF,AB BANK 1ST MUTUAL FUND,3.4,0.0,0.0,72334,-93.12070483911157
ABBANK,AB BANK PLC,6.3,0.0,0.0,34123,-97.63590940204574
ACFL,AMAN COTTON FIBROUS LTD,18.7,-1.5789473684210564,-1.0526315789473648,22000,-83.81055404699354
ACI,ADVANCED CHEMICAL INDUSTRIES PLC,197.0,-0.1520527116066961,-0.6588950836289971,904,-98.57711740355406
ACIFORMULA,ACI FORMULATIONS PLC,152.4,-1.1673151750972655,-0.7782101167315102,38216,-91.14546406609854
ACMELAB,THE ACME LABORATORIES LTD,82.1,0.24420024420023032,0.24420024420023032,35518,-95.01833865142537
ACMEPL,ACME PESTICIDES LTD,16.5,-0.6024096385542254,0.0,255413,-94.78204715163102
ACTIVEFINE,ACTIVE FINE CHEMICALS LTD,9.1,0.0,-1.098901098901095,10948,-95.63663030525255
ADNTEL,ADN TELECOM LTD,78.4,0.7712082262210906,-0.25706940874036355,56241,-88.3287886145456
ADVENT,ADVENT PHARMA LTD,15.1,0.0,1.3245033112582854,3923,-99.0712506747223
AFCAGRO,AFC AGRO BIOTECH LTD,7.9,2.5974025974025996,1.298701298701294,10304,-93.81159724933185
AFTABAUTO,AFTAB AUTOMOBILES LTD,36.3,1.9662921348314484,1.1235955056179736,102457,-82.37047182651457
AGNISYSL,AGNI SYSTEMS PLC,26.8,1.9011406844106464,0.0,875528,-50.52619682654491
AGRANINS,AGRANI INSURANCE CO LTD,25.2,0.0,0.0,500,-99.06983666331809
AIBL1STIMF,AIBL 1ST ISLAMIC MUTUAL FUND,4.3,-2.2727272727272845,2.2727272727272645,602680,-23.54881266490765
AIL,ALIF INDUSTRIES LTD,54.0,4.854368932038835,0.0,1133514,-70.61899200151788
AL-HAJTEX,AL-HAJ TEXTILE MILLS LTD,146.7,-0.5423728813559399,-1.694915254237288,8091,-96.80287350190262
ALARABANK,AL-ARAFAH ISLAMI BANK PLC,17.4,1.754385964912264,-0.5847953216374352,6,-99.99770436858658
ALIF,ALIF MANUFACTURING COMPANY LTD,5.9,1.7241379310344922,1.7241379310344922,117210,-82.8345979289044
ALLTEX,ALLTEX INDUSTRIES LTD,11.8,0.854700854700867,2.56410256410257,60725,-75.36940817626135
AMANFEED,AMAN FEED LTD,24.8,0.0,0.0,22501,-95.37248788673999
AMBEEPHA,AMBEE PHARMACEUTICALS PLC,828.9,0.37539355776217276,-0.09687575684184482,54,-99.41941726696054
AMCLPRAN,AGRICULTURAL MARKETING COMPANY LTD (PRAN),245.0,-0.8498583569405076,-0.8498583569405076,200,-98.1553218963291
ANLIMAYARN,ANLIMAYARN DYEING LTD.,24.2,3.4188034188034218,1.282051282051285,19421,-89.51672541388449
ANWARGALV,ANWAR GALVANIZING LTD,83.9,0.0,0.0,78428,-88.3196068210589
AOL,ASSOCIATED OXYGEN LTD,14.6,0.6896551724137907,0.6896551724137907,10072,-91.48720375942392
APEXFOODS,APEX FOODS LTD,255.0,0.19646365422396855,0.15717092337917707,3035,-93.1465088971186
APEXFOOT,APEX FOOTWEAR LTD,230.8,0.13015184381779235,0.6073752711496772,2319,-97.4129275530467
APEXSPINN,APEX SPINNING & KNITTING MILLS LTD,159.0,-1.057871810827622,-0.43559427504666376,9334,-95.73308708909136
APEXTANRY,APEX TANNERY LTD ,80.3,0.37499999999999645,0.625,1717,-97.57139422056889
APOLOISPAT,APPOLLO ISPAT COMPLEX LTD,3.3,3.124999999999989,3.124999999999989,5,-99.99529066043779
ARAMIT,ARAMIT LTD,217.5,-0.684931506849315,0.45662100456621,3693,-86.04835663014734
ARAMITCEM,ARAMIT CEMENT LTD,13.5,1.5037593984962352,-0.7518796992481309,651,-99.42142076308468
ARGONDENIM,ARGON DENIMS LTD,18.1,-0.5494505494505377,0.0,72550,-91.26607589786065
ASIAINS,ASIA INSURANCE LTD,26.2,1.158301158301161,1.5444015444015529,1375,-97.75824964131994
ASIAPACINS,ASIA PACIFIC GENERAL INSURANCE CO LTD,32.7,0.30674846625767305,2.453987730061341,25808,-53.5802291490548
ASIATICLAB,ASIATIC LABORATORIES LTD,54.3,-0.7312614259597909,-0.5484460694698432,269825,-92.36336054589272
ATLASBANG,ATLAS BANGLADESH LTD,64.6,-0.15455950540959587,-1.8547140649149967,8923,-66.75979734763821
AZIZPIPES,AZIZ PIPES LTD,62.0,4.7297297297297245,2.871621621621614,31278,-27.917588495575217
BANGAS,BANGAS LTD,121.2,0.4142502071251036,0.24855012427505976,19493,-92.60502735225609
BANKASIA,BANK ASIA PLC,18.1,0.0,0.552486187845292,133600,-93.65743101269368
BARKAPOWER,BARAKA POWER LTD,10.7,0.0,0.0,63276,-94.21645781348542
BATASHOE,BATA SHOE CO (BANGLADESH) LTD,866.2,-0.10379425671779231,-0.10379425671779231,40,-89.10081743869209
BATBC,BRITISH AMERICAN TOBACCO BANGLADESH CO LTD,287.6,-0.2773925104022034,0.03467406380028528,24842,-85.67697372593562
BAYLEASING,BAY LEASING & INVESTMENT LTD,4.4,0.0,0.0,172,-99.7054844951285
BBS,BANGLADESH BUILDING SYSTEMS LTD,11.0,0.0,0.0,150680,-88.7452037522959
BBSCABLES,BBS CABLES PLC,16.4,-0.6060606060606146,0.6060606060606146,45836,-91.43839646448137
BDAUTOCA,BANGLADESH AUTOCARS LTD,133.9,-0.593912397921294,-1.2620638455827682,45564,-84.28236820046155
BDCOM,BDCOM ONLINE LTD,25.6,4.918032786885258,0.0,882729,11.434014093219249
BDFINANCE,BANGLADESH FINANCE PLC,10.4,2.9702970297029774,0.0,6481,-95.97460916877326
BDLAMPS,BANGLADESH LAMPS PLC,162.0,-0.18484288354899037,-2.526186075169453,1934,-97.38560324433931
BDTHAI,BANGLADESH THAI ALUMINIUM,13.0,-0.7633587786259515,0.7633587786259515,342411,-89.38849115947774
BDTHAIFOOD,BD THAI FOOD & BEVERAGE LTD,15.5,-0.6410256410256387,0.0,104980,-95.82673268310717
BDWELDING,BANGLADESH WELDING ELECTRODES LTD,10.6,5.9999999999999964,8.000000000000007,7303,-88.58567387193072
BEACHHATCH,BEACH HATCHERY LTD,55.8,4.887218045112771,1.5037593984962352,2498873,-64.38751319146996
BEACONPHAR,BEACON PHARMACEUTICALS PLC,122.0,2.092050209205021,-0.16736401673640405,399858,-40.38527768708152
BENGALWTL,BENGAL WINDSOR THERMOPLASTICS PLC,19.9,1.0152284263959355,0.0,57800,-90.76497336541627
BERGERPBL,BERGER PAINTS BANGLADESH LTD,1540.0,-1.282051282051282,-0.641025641025641,820,-82.67483625607437
BESTHLDNG,BEST HOLDINGS PLC,16.6,-0.5988023952095681,0.0,205013,-82.28687056497844
BEXIMCO,BEXIMCO LTD,110.1,0.0,0.0,4,300.0
BGIC,BANGLADESH GENERAL INSURANCE COMPANY PLC,30.8,-0.964630225080388,1.2861736334405098,3,-99.99805817701657
BIFC,BANGLADESH INDUSTRIAL FINANCE CO LTD,6.0,5.263157894736839,1.7543859649122744,501,-98.57492319945386
BNICL,BANGLADESH NATIONAL INSURANCE COMPANY LTD,40.4,0.9999999999999963,1.5000000000000036,3001,-97.95029062024028
BPML,BASHUNDHARA PAPER MILLS LTD,34.8,-0.28653295128940237,0.28653295128940237,13559,-96.69968844318956
BPPL,BARAKA PATENGA POWER LTD,14.1,0.0,0.7092198581560258,133010,-92.78899976850634
BRACBANK,BRAC BANK LTD,66.9,0.45045045045046755,0.0,33538,-98.07133717670399
BSC,BANGLADESH SHIPPING CO LTD BSC,126.2,1.9386106623586479,0.9693053311793239,891857,-74.78375440188756
BSCPLC,BANGLADESH SUBMARINE CABLES PLC,152.0,1.6722408026755853,0.33444816053511706,107478,-75.77441931230348
BSRMLTD,BANGLADESH STEEL RE-ROLLING MILLS LTD,89.5,-0.22296544035674787,-0.22296544035674787,2000,-98.4743888020138
BSRMSTEEL,BSRM STEELS LTD,67.3,-1.7518248175182525,0.7299270072992701,1520,-99.38615372810648
BXPHARMA,BEXIMCO PHARMACEUTICALS LTD ,129.3,-0.30840400925210276,2.5443330763300014,527364,-85.8395664259354
CAPITECGBF,CAPITEC GRAMEEN BANK GROWTH FUND,7.1,0.0,0.0,79384,-92.10890710192396
CAPMBDBLMF,CAPM BDBL MUTUAL FUND 01,8.5,1.1904761904761862,1.1904761904761862,55000,-91.35259555774972
CAPMIBBLMF,CAPM IBBL ISLAMIC MUTUAL FUND,7.8,2.631578947368424,0.0,6901,-91.3549470097462
CENTRALINS,CENTRAL INSURANCE CO LTD,38.8,1.837270341207338,1.837270341207338,3500,-98.21402146235923
CENTRALPHL,CENTRAL PHARMACEUTICALS LTD,10.7,0.943396226415091,0.943396226415091,4802,-99.2027824585578
CITYBANK,CITY BANK PLC,24.4,0.8264462809917326,0.0,632680,-91.82746479737428
CITYGENINS,CITY INSURANCE PLC,57.1,0.5281690140845146,1.4084507042253596,30466,-95.39438576441012
CLICL,CHARTERED LIFE INSURANCE PLC,45.7,1.3303769401330408,0.0,20,-99.97819664446358
CNATEX,C & A TEXTILES LTD,3.2,3.2258064516129057,0.0,42011,-84.84424322228034
CONFIDCEM,CONFIDENCE CEMENT LTD,62.0,0.4862236628849224,0.4862236628849224,72794,-92.52634475281518
CONTININS,CONTINENTAL INSURANCE PLC,23.9,0.8438818565400814,0.42194092827004825,14500,-94.85629553952138
COPPERTECH,COPPERTECH INDUSTRIES LTD,21.5,-1.8264840182648339,-1.3698630136986172,47101,-94.66367718084992
CROWNCEMNT,CROWN CEMENT PLC,51.8,0.19342359767890582,0.19342359767890582,22,-99.9597401409095
CRYSTALINS,CRYSTAL INSURANCE COMPANY LTD,45.2,1.345291479820631,0.896860986547082,70539,-79.81306645985308
CVOPRL,CVO PETROCHEMICAL REFINERY PLC,165.9,0.4845548152634836,0.666262870987277,52353,-93.25074836983006
DACCADYE,THE DACCA DYEING & MANUFACTURING CO LTD,17.1,2.3952095808383365,0.5988023952095893,18394,-95.11995818774656
DAFODILCOM,DAFFODIL COMPUTERS PLC.,59.9,1.697792869269949,0.0,66235,-76.63775558792719
DBH,DBH FINANCE PLC,37.1,-0.8021390374331475,-0.2673796791443888,36433,-88.03116961619453
DBH1STMF,DBH FIRST MUTUAL FUND,5.9,0.0,1.6949152542372818,541548,116.63479770543479
DELTALIFE,DELTA LIFE INSURANCE CO LTD,73.8,0.8196721311475332,1.092896174863384,11092,-93.81037147815606
DELTASPINN,DELTA SPINNERS LTD,5.9,1.7241379310344922,1.7241379310344922,105138,-84.15536895152783
DESCO,DHAKA ELECTRIC SUPPLY CO LTD,25.1,0.0,0.0,1000,-98.77029021151009
DESHBANDHU,DESHBANDHU POLYMER LTD,20.3,0.0,-0.4926108374384306,170450,-86.84197321768372
DGIC,DESH GENERAL INSURANCE COMPANY LTD,23.0,0.8771929824561372,1.3157894736842135,31007,-91.73349471596302
DHAKABANK,DHAKA BANK PLC,11.8,0.0,0.8474576271186409,60360,-98.32875281656096
DHAKAINS,DHAKA INSURANCE LTD,35.9,0.27932960893855147,-0.5586592178770831,68874,277.80581459133293
DOMINAGE,DOMINAGE STEEL BUILDING SYSTEMS LTD,16.6,-0.5988023952095681,0.0,1093439,-88.40643465519015
DOREENPWR,DOREEN POWER GENERATIONS AND SYSTEMS LTD,26.1,0.7722007722007832,-0.3861003861003779,34396,-93.4450098145713
DSHGARME,DESH GARMENTS LTD ,129.0,0.938967136150237,0.15649452269170802,31259,-90.25239799927654
DSSL,DRAGON SWEATER AND SPINNING LTD,10.9,-0.909090909090906,0.0,389078,-93.07775010421324
DULAMIACOT,DULAMIA COTTON SPINNING MILLS LTD,112.9,0.713648528099921,-5.441570026761815,12493,-81.60711393784138
DUTCHBANGL,DUTCH-BANGLA BANK PLC,42.6,1.187648456057007,0.0,2615,-99.39764309143847
EASTERNINS,EASTERN INSURANCE CO LTD,46.7,3.54767184035477,0.22172949002217607,2413,-96.0558361529283
EASTLAND,EASTLAND INSURANCE PLC,18.7,0.0,1.0695187165775364,241084,418.20389914665867
EASTRNLUB,EASTERN LUBRICANTS BLENDERS PLC,2549.9,0.5996764903144465,0.019726200339290647,180,-97.98274123052785
EBL,EASTERN BANK PLC,25.2,0.3984063745019835,1.1952191235059646,1249,-99.76297831317986
EBL1STMF,EBL FIRST MUTUAL FUND,4.2,0.0,-4.761904761904765,6502,-98.36629471520712
EBLNRBMF,EBL NRB MUTUAL FUND,3.5,2.941176470588238,0.0,50011,-72.58995368721054
ECABLES,EASTERN CABLES LTD,132.5,-0.6001500375093859,3.450862715678915,4750,-93.55652622154697
EGEN,EGENERATION PLC,22.9,2.690582959641246,0.0,685964,-78.01572887292008
EHL,EASTERN HOUSING LTD,92.8,0.10787486515641241,0.7551240560949329,172552,-90.82763001570794
EIL,EXPRESS INSURANCE LTD,34.2,1.1834319526627388,0.5917159763313694,450086,-75.70964213107703
EMERALDOIL,EMERALD OIL INDUSTRIES LTD,21.7,0.46296296296295303,0.46296296296295303,34625,-91.17164114410431
ENVOYTEX,ENVOY TEXTILES LTD,47.0,0.21321961620469387,0.21321961620469387,13255,-97.04062085564124
EPGL,ENERGYPAC POWER GENERATION PLC,17.5,0.5747126436781691,0.5747126436781691,52715,-94.36807962359136
ESQUIRENIT,ESQUIRE KNIT COMPOSITE PLC,23.3,0.4310344827586268,1.2931034482758652,12701,-95.64657048744289
ETL,EVINCE TEXTILES LTD,9.3,0.0,1.0752688172042972,271735,-89.08334836506334
EXIM1STMF,EXIM BANK 1ST MUTUAL FUND,4.4,0.0,4.545454545454529,71600,-87.5828101696091
EXIMBANK,EXPORT IMPORT BANK OF BANGLADESH PLC,5.0,-1.9607843137254832,0.0,668629,-68.21499724995115
FAMILYTEX,FAMILYTEX (BD) LTD,2.3,4.545454545454529,4.545454545454529,3975,-98.98256148784064
FARCHEM,FAR CHEMICALS INDUSTRIES LTD,22.4,0.9009009009008978,0.45045045045045684,69120,-83.74312634356758
FAREASTFIN,FAREAST FINANCE & INVESTMENT LTD,3.1,6.896551724137938,0.0,7076,-94.41330196276587
FAREASTLIF,FAREAST ISLAMI LIFE INSURANCE CO LTD,27.6,2.9850746268656745,2.9850746268656745,1,-99.9973755347348
FASFIN,FAS FINANCE & INVESTMENT LTD,2.6,4.0000000000000036,0.0,22001,-94.13916193825088
FBFIF,FIRST BANGLADESH FIXED INCOME FUND,3.4,0.0,0.0,102200,-85.29039240972735
FEDERALINS,FEDERAL INSURANCE PLC,21.0,0.4784688995215379,0.0,10,-99.99550612290754
FEKDIL,FAR EAST KNITTING & DYEING INDUSTRIES PLC.,18.3,0.5494505494505573,0.0,242210,-93.2147561475077
FINEFOODS,FINE FOODS LTD,267.7,-0.48327137546468824,-0.6691449814126436,475,-99.55940189967349
FIRSTFIN,FIRST FINANCE LTD,3.0,3.448275862068969,3.448275862068969,20095,-75.58263870324917
FIRSTSBANK,FIRST SECURITY ISLAMI BANK PLC,3.6,0.0,0.0,32196,-97.40898742398014
FORTUNE,FORTUNE SHOES LTD.,16.3,1.242236024844716,1.242236024844716,36982,-93.18138238244144
FUWANGCER,FU-WANG CERAMIC INDUSTRY LTD,13.2,0.0,0.0,175754,-87.22445985954859
FUWANGFOOD,FU-WANG FOODS LTD,14.8,0.0,0.6756756756756733,186740,-91.96340885049288
GBBPOWER,GBB POWER LTD,7.2,2.85714285714286,2.85714285714286,5,-99.9964925326019
GEMINISEA,GEMINI SEA FOOD PLC,184.0,1.601325234676977,0.496963003865271,23854,-90.73634665496445
GENEXIL,GENEX INFOSYS PLC,24.7,2.9166666666666634,-0.8333333333333304,64697,-90.35541999844963
GENNEXT,GENERATION NEXT FASHIONS LTD,2.7,3.8461538461538494,0.0,30152,-93.27395173181466
GHAIL,GOLDEN HARVEST AGRO INDUSTRIES LTD,13.7,-1.438848920863317,-0.7194244604316521,243238,-92.72208606524146
GHCL,GLOBAL HEAVY CHEMICALS LTD ,20.5,-1.9138755980861177,-3.8277511961722355,7789,-97.20503803645758
GIB,GLOBAL ISLAMI BANK PLC,2.8,0.0,0.0,23590,-97.16784623049818
GLDNJMF,ICB AMCL CMSF GOLDEN JUBILEE MUTUAL FUND,6.9,0.0,0.0,42759,-93.27052765270327
GLOBALINS,GLOBAL INSURANCE COMPANY LTD,27.4,-0.3636363636363688,0.3636363636363688,8801,-97.29369040261007
GOLDENSON,GOLDEN SON LTD,11.7,0.0,0.854700854700867,218781,-89.36539740314284
GP,GRAMEENPHONE LTD,303.8,0.5627275736511052,0.2979145978152854,1921,-98.64465375524748
GPHISPAT,GPH ISPAT LTD,19.4,-0.5128205128205201,0.0,102201,-90.48890460613562
GQBALLPEN,GQ BALL PEN INDUSTRIES LTD,321.7,0.21806853582554162,0.5919003115264726,3220,-97.00551468878741
GRAMEENS2,GRAMEEN MUTUAL FUND ONE - GRAMEEN TWO,13.5,0.7462686567164152,0.0,11807,-95.0009949743212
GREENDELMF,GREEN DELTA MUTUAL FUND,3.8,0.0,0.0,269564,12.014494018308671
GREENDELT,GREEN DELTA INSURANCE PLC,49.4,0.0,0.0,4900,-94.65118056086193
GSPFINANCE,GSP FINANCE COMPANY (BANGLADESH) LTD,4.7,2.1739130434782727,2.1739130434782727,5,-99.99283493114369
HAKKANIPUL,HAKKANI PULP & PAPER MILLS PLC,86.4,1.8867924528301987,0.0,248851,-85.3589757619509
HAMI,HAMI INDUSTRIES PLC,105.7,3.7291462217860616,3.7291462217860616,1,-99.9987037229078
HEIDELBCEM,HEIDELBERG MATERIALS BANGLADESH PLC,245.1,-1.4871382636656016,0.28135048231510795,25180,-6.491384432560904
HFL,HAMID FABRICS PLC,8.5,2.4096385542168584,1.2048192771084292,11,-99.99340760762081
HRTEX,H.R.TEXTILE MILLS LTD,28.6,1.0600706713780943,0.0,58741,-93.97891940151027
HWAWELLTEX,HWA WELL TEXTILES (BD)PLC,51.0,0.7905138339920921,-1.3833992094861716,4416,-97.2576879129614
IBNSINA,THE IBN SINA PHARMACEUTICAL INDUSTRY PLC,309.0,0.7499184871209689,1.0107597000326125,1116,-99.11772379062542
IBP,INDO-BANGLA PHARMACEUTICALS LTD,13.6,0.740740740740738,-0.740740740740738,295186,-86.28380306101302
ICB,INVESTMENT CORPORATION OF BANGLADESH I.C.B.,53.9,0.0,0.3710575139146621,73981,-93.0690917335187
ICB3RDNRB,ICB AMCL THIRD NRB MUTUAL FUND,4.4,-2.2222222222222143,2.2222222222222143,55579,826.1623062822864
ICBAGRANI1,ICB AMCL FIRST AGRANI BANK MUTUAL FUND,6.8,-2.85714285714286,-1.4285714285714235,47923,186.12454474894025
ICBAMCL2ND,ICB AMCL SECOND MUTUAL FUND,5.9,1.7241379310344922,1.7241379310344922,5,-99.99304976369197
ICBEPMF1S1,ICB EMPLOYEES PROVIDENT MUTUAL FUND ONE,5.0,2.0408163265306047,4.0816326530612095,5559,-91.84992962702322
ICBIBANK,ICB ISLAMIC BANK LTD,2.9,0.0,0.0,178934,222.1076128242516
ICBSONALI1,ICB AMCL SONALI BANK LTD 1ST MUTUAL FUND,5.1,0.0,0.0,50401,-92.72327480787084
ICICL,ISLAMI COMMERCIAL INSURANCE PLC.,21.4,-0.46511627906977404,0.0,1172,-99.32257467862757
IDLC,IDLC FINANCE PLC,38.0,-0.5235602094240912,0.0,54727,-86.04191480841969
IFADAUTOS,IFAD AUTOS PLC,23.8,0.0,0.4201680672268818,15500,-96.23884088355695
IFIC,IFIC BANK PLC,6.1,-1.6129032258064602,0.0,288305,-85.94843951427185
IFIC1STMF,IFIC BANK 1ST MUTUAL FUND,3.6,0.0,0.0,110500,-84.37195040887504
IFILISLMF1,IFIL ISLAMIC MUTUAL FUND - 1,4.3,0.0,0.0,7001,-94.25323209521855
ILFSL,INTERNATIONAL LEASING & FINANCIAL SERVICES LTD,2.7,0.0,0.0,100,-99.56080635952391
INDEXAGRO,INDEX AGRO INDUSTRIES LTD,79.9,-0.7453416149068253,0.6211180124223602,10873,-96.79351448270981
INTECH,INTECH LTD,24.7,9.777777777777775,0.0,989804,4.226648344416189
INTRACO,INTRACO REFUELING STATION LTD,23.0,0.8771929824561372,0.0,424223,-87.70654250619349
IPDC,IPDC FINANCE PLC,18.6,0.0,0.0,53429,-97.2251709696451
ISLAMIBANK,ISLAMI BANK BANGLADESH PLC,45.2,0.6681514476614795,0.22271714922049313,16112,-97.47437458949966
ISLAMICFIN,ISLAMIC FINANCE & INVESTMENT PLC,8.0,0.0,1.2499999999999956,25,-99.98465815296436
ISLAMIINS,ISLAMI INSURANCE BANGLADESH LTD,38.7,1.0443864229765163,0.2610966057441291,31217,46.24285580436616
ISNLTD,INFORMATION SERVICES NETWORK LTD,66.0,10.0,10.0,391751,-33.87900944510832
ITC,IT CONSULTANTS PLC,42.0,3.448275862068962,-0.4926108374384306,553238,-62.020361509470234
JAMUNABANK,JAMUNA BANK PLC,21.0,0.4784688995215379,0.9569377990430759,105006,-97.94165332248157
JAMUNAOIL,JAMUNA OIL COMPANY LTD,189.0,-0.15847860538827857,0.5810882197569964,874,-98.49253164993618
JANATAINS,JANATA INSURANCE PLC,24.6,0.8196721311475527,1.2295081967213144,100171,94.9383100455377
JHRML,JMI HOSPITAL REQUISITE MANUFACTURING LTD,55.6,-0.1795332136445268,-0.1795332136445268,73365,-90.13493616248816
JMISMDL,JMI SYRINGES & MEDICAL DEVICES LTD,160.6,-1.4119091467157836,0.06138735420503027,402,-99.53113518935373
JUTESPINN,JUTE SPINNERS LTD ,239.0,-0.49958368026643996,-2.4979184013322233,43,-99.02183803457689
KARNAPHULI,KARNAPHULI INSURANCE PLC,30.6,-0.3257328990227944,0.32573289902280594,13871,-98.80464869373981
KAY&QUE,KAY & QUE (BANGLADESH) LTD,330.0,-0.21167221046265156,1.0885999395222326,19963,-89.78864233905206
KBPPWBIL,KHAN BROTHERS PP WOVEN BAG INDUSTRIES LTD,115.0,0.5244755244755195,0.0,25107,-95.34604811697255
KDSALTD,KDS ACCESSORIES LTD,43.3,-0.2304147465437821,-0.6912442396313299,153915,-92.09618199091072
KEYACOSMET,KEYA COSMETICS LTD,4.7,2.1739130434782727,2.1739130434782727,106746,-84.68486951880712
KOHINOOR,KOHINOOR CHEMICALS COMPANY (BANGLADESH) LTD.,560.0,-1.926444833625219,-0.7705779334500836,8665,-93.44032703735947
KPCL,KHULNA POWER CO LTD,10.5,1.941747572815527,1.941747572815527,55817,-80.51551825852013
KPPL,KHULNA PRINTING & PACKAGING LTD,17.7,0.568181818181806,-0.5681818181818262,16064,-95.22625086550948
KTL,KATTALI TEXTILE LTD,13.3,0.7575757575757683,0.0,363286,-93.86085798872065
LANKABAFIN,LANKABANGLA FINANCE PLC,17.2,0.0,0.0,566559,-75.5128581925055
LEGACYFOOT,LEGACY FOOTWEAR LTD,71.3,0.7062146892655368,-0.14124293785309933,89969,-87.72298979974755
LHB,LAFARGEHOLCIM BANGLADESH PLC ,56.4,-0.5291005291005366,-0.17636684303351222,47814,-93.86039703125402
LIBRAINFU,LIBRA INFUSIONS LTD,780.8,-0.012805736970165543,0.20489179152260503,342,-97.36314572089438
LINDEBD,LINDE BANGLADESH LTD,973.9,0.7969364520803076,0.18629683295383506,2080,-90.92733141411497
LOVELLO,TAUFIKA FOODS AND LOVELLO ICE-CREAM PLC,89.0,0.22522522522522842,0.0,60705,-93.3544179080949
LRBDL,LUB-RREF (BANGLADESH) LTD,14.5,0.694444444444442,0.694444444444442,21172,-89.78101485160462
LRGLOBMF1,LR GLOBAL BANGLADESH MUTUAL FUND ONE,3.7,0.0,-2.702702702702705,1510,-99.21761658031089
MAGURAPLEX,MAGURA MULTIPLEX PLC,102.3,0.29411764705882076,0.49019607843137253,85891,-89.81802102757483
MAKSONSPIN,MAKSONS SPINNING MILLS PLC,6.5,1.5624999999999944,0.0,4946,-98.55043580710773
MALEKSPIN,MALEK SPINNING MILLS PLC,31.5,1.2861736334405098,0.32154340836012174,773467,-85.90593362732605
MARICO,MARICO BANGLADESH LTD,2935.0,0.3761969904240766,0.3761969904240766,51,-97.87234042553192
MATINSPINN,MATIN SPINNING MILLS PLC,53.0,-0.18832391713747915,0.18832391713747915,29890,-92.70418636666528
MBL1STMF,MBL 1ST MUTUAL FUND,4.4,2.32558139534885,-2.3255813953488293,70503,904.0301908288237
MEGCONMILK,MEGHNA CONDENSED MILK INDUSTRIES LTD,22.9,5.529953917050688,5.990783410138252,101149,27.488026216284347
MEGHNACEM,MEGHNA CEMENT MILLS PLC,51.0,9.91379310344828,5.603448275862073,89591,-25.0309613067345
MEGHNAINS,MEGHNA INSURANCE COMPANY LTD,26.0,1.5624999999999944,0.0,24607,-95.66293303252756
MEGHNALIFE,MEGHNA LIFE INSURANCE PLC,57.7,1.763668430335097,1.0582010582010482,33442,-93.96403908700721
