Symbol,Name,Price,Change %,Gap %,Volume,Volume Change %
1JANATAMF,FIRST JANATA BANK MUTUAL FUND,3.3,0.0,0.0,57515,-82.99856634002867
1STPRIMFMF,PRIME FINANCE FIRST MUTUAL FUND,20.4,0.9900990099009866,1.4851485148514887,8790,-99.10773922029198
AAMRANET,AAMRA NETWORKS LTD,18.7,-0.5319148936170288,-0.5319148936170288,8206,-98.45020094884114
AAMRATECH,AAMRA TECHNOLOGIES LTD,12.6,-0.7874015748031469,0.0,5105,-95.5159904786164
ABB1STMF,AB BANK 1ST MUTUAL FUND,3.3,0.0,3.030303030303033,1100217,12.548411845941384
ABBANK,AB BANK PLC,6.2,0.0,0.0,72147,-92.41547874353475
ACFL,AMAN COTTON FIBROUS LTD,18.8,-1.0526315789473648,-1.0526315789473648,1400,-98.5177185571049
ACI,ADVANCED CHEMICAL INDUSTRIES PLC,195.0,-0.30674846625766583,0.7157464212678966,710,-97.5828964390277
ACIFORMULA,ACI FORMULATIONS PLC,147.5,-0.1354096140825922,-0.4739336492890918,12711,-92.13048377310831
ACMELAB,THE ACME LABORATORIES LTD,80.2,-1.3530135301352946,-0.6150061500615006,37917,-89.06326616555233
ACMEPL,ACME PESTICIDES LTD,15.7,-1.2578616352201324,-0.6289308176100606,490268,-89.19973229977667
ACTIVEFINE,ACTIVE FINE CHEMICALS LTD,9.2,1.098901098901095,-6.5934065934065895,3521,-98.4569943599879
ADNTEL,ADN TELECOM LTD,78.4,-1.1349306431273538,-1.387137452711216,33173,-96.54573853282658
ADVENT,ADVENT PHARMA LTD,15.0,0.671140939597313,0.0,549,-99.83369582997594
AFCAGRO,AFC AGRO BIOTECH LTD,7.8,3.9999999999999973,3.9999999999999973,12108,-97.0990394821014
AFTABAUTO,AFTAB AUTOMOBILES LTD,36.8,0.8219178082191704,1.64383561643836,56400,-92.83516561692528
AGNISYSL,AGNI SYSTEMS PLC,26.3,0.0,0.7604562737642558,52757,-98.70242465592376
AGRANINS,AGRANI INSURANCE CO LTD,25.8,-0.7692307692307665,0.0,8496,-94.76586228352811
AIBL1STIMF,AIBL 1ST ISLAMIC MUTUAL FUND,4.4,2.32558139534885,0.0,59176,-95.62227714678643
AIL,ALIF INDUSTRIES LTD,51.1,-1.5414258188824608,0.19267822736031104,403793,-86.01280415230859
