Symbol,Name,Price,Change %,Volume,Relative Volume,Market Capital,P/E,EPS dil TTM,EPS dil growth TTM YoY,Div Yield % TTM,Sector,Analyst Rating,Ticker,Currency
GP,Grameenphone Ltd.,243.4,1.03777501037775,77745,1.1510683785992633,325287273521.0,11.470689419537873,21.2193,-2.69723718904047,8.6812732534105,Communications,Buy,DSEBD:GP,BDT
SQURPHARMA,Square Pharmaceuticals PLC,217.1,0.5092592592592566,1633766,5.358827160615303,191473413574.0,7.441174958441158,29.1755,10.038508103296762,5.56070435588508,Health technology,StrongBuy,DSEBD:SQURPHARMA,BDT
ROBI,Robi Axiata PLc,30.0,0.0,892318,1.216237416531036,157137993164.0,14.973048512677181,2.0036,20.41589037802753,5.83333333333333,Communications,StrongBuy,DSEBD:ROBI,BDT
BRACBANK,BRAC Bank PLC,64.5,1.25588697017268,1577936,1.5535699640409766,145845288514.0,6.508708551131203,9.9098,60.22830164273704,1.78616535433071,Finance,StrongBuy,DSEBD:BRACBANK,BDT
WALTONHIL,Walton Hi-Tech Industries PLC,345.9,-0.6890611541774431,44529,0.5218477838589591,127667017834.0,12.613039673278879,27.424,-22.11502688088064,4.16315817501439,Consumer durables,NoRating,DSEBD:WALTONHIL,BDT
BATBC,British American Tobacco Bangladesh Co Ltd,229.9,1.0549450549450574,89655,1.3554619879504601,122850000000.0,21.332467291454023,10.777,-53.09249183895539,1.31463628396144,Consumer non-durables,Buy,DSEBD:BATBC,BDT
MARICO,Marico Bangladesh Limited.,2660.3,0.18830264000301283,1327,0.4776645909074548,83641951538.0,13.405925456342178,198.4421,2.0391152658547558,7.44103684726095,Consumer non-durables,Buy,DSEBD:MARICO,BDT
BERGERPBL,Berger Paints Bangladesh Ltd.,1464.2,0.17103372785113224,1016,0.3765752409191994,71778225178.0,,,,3.58655554037437,Process industries,NoRating,DSEBD:BERGERPBL,BDT
BXPHARMA,Beximco Pharmaceuticals Plc,149.4,0.4032258064516091,1730765,3.2624494614531145,66381480511.99999,7.705479452054795,19.3888,28.898609883059983,3.24453551912568,Health technology,StrongBuy,DSEBD:BXPHARMA,BDT
UPGDCL,United Power Generation & Distribution Co. Ltd.,115.0,0.6124234470691189,24748,0.9183885524284431,66259169012.0,7.177227593007508,16.0229,-20.328869839344048,5.63746747614918,Utilities,NoRating,DSEBD:UPGDCL,BDT
PUBALIBANK,Pubali Bank PLC,39.9,0.25125628140703876,221698,0.4302629965050763,62156531377.0,5.205139912595395,7.6655,29.229394608628212,2.0015305764411,Finance,StrongBuy,DSEBD:PUBALIBANK,BDT
LHB,LafargeHolcim Bangladesh PLC,54.5,1.8691588785046727,809651,1.42244300089158,62133484131.0,12.872900772374047,4.2337,31.22869009980782,7.07635009310987,Non-energy minerals,NoRating,DSEBD:LHB,BDT
CITYBANK,City Bank PLC,29.8,-0.33444816053510995,1673279,2.0589398461601993,52307220658.0,3.363924729362096,8.8587,44.991652754591,4.36236789297659,Finance,StrongSell,DSEBD:CITYBANK,BDT
RENATA,Renata PLC,448.9,0.0,15492,0.9239136917186512,51487255931.0,18.857462119143538,23.8049,-2.9678392369461593,1.22685701539148,Health technology,StrongBuy,DSEBD:RENATA,BDT
DUTCHBANGL,Dutch-Bangla Bank PLC,45.6,0.2197802197802229,80076,0.37849539619216865,46184146820.0,3.55672032946462,12.8208,246.8268138289239,4.89756587473002,Finance,NoRating,DSEBD:DUTCHBANGL,BDT
ISLAMIBANK,Islami Bank Bangladesh PLC,27.0,0.3717472118959161,31373,0.6885071773905067,43308746542.0,,-7.7488,-590.25476572243,0.0,Finance,NoRating,DSEBD:ISLAMIBANK,BDT
UNILEVERCL,Unilever Consumer Care Limited,1987.0,0.060429046228222656,62,0.333871836295097,38274943006.0,62.56179039438801,31.7606,-3.621996589205625,2.11363293241407,Health technology,NoRating,DSEBD:UNILEVERCL,BDT
EBL,Eastern Bank PLC,23.2,1.7543859649122744,2455476,0.3314406543937535,37476079312.0,4.137758832866646,5.6069,33.688602765856,10.5529739130435,Finance,StrongBuy,DSEBD:EBL,BDT
ICB,Investment Corporation of Bangladesh,40.1,1.0075566750629685,30458,1.4426456239402063,34430179434.0,,-17.5667,-7361.967755270774,0.0,Finance,NoRating,DSEBD:ICB,BDT
POWERGRID,Power Grid Co. of Bangladesh Ltd.,38.1,1.6000000000000039,81392,1.7189440337909188,34267762755.999996,8.902285153511848,4.2798,,0.0,Utilities,NoRating,DSEBD:POWERGRID,BDT
PRIMEBANK,Prime Bank PLC,28.4,1.0676156583629792,541948,1.3142925323560424,34243225758.0,3.7075718015665795,7.66,12.321656377846534,8.44309234332025,Finance,StrongBuy,DSEBD:PRIMEBANK,BDT
