Symbol,Name,Price,Change %,Volume,Relative Volume,Market Capital,P/E,EPS dil TTM,EPS dil growth TTM YoY,Div Yield % TTM,Sector,Analyst Rating,Ticker,Currency
GP,GRAMEENPHONE LTD,306.8,0.6561679790026247,6804,0.03949503932089894,411571438400.0,14.068554396423249,21.8075,-16.663800581624187,10.8267716535433,Communications,Sell,DSEBD:GP,BDT
SQURPHARMA,SQUARE PHARMACEUTICALS PLC,225.0,0.04446420631391477,4620,0.007357403721922623,199362821964.0,8.486114830334278,26.5139,16.131646146231642,4.8910626945309,Health technology,StrongBuy,DSEBD:SQURPHARMA,BDT
BATBC,BRITISH AMERICAN TOBACCO BANGLADESH CO LTD,292.7,0.034176349965811995,3399,0.01158725640426881,158004003296.0,9.547387923386045,30.6576,-5.123309122306433,10.2529049897471,Consumer non-durables,Buy,DSEBD:BATBC,BDT
ROBI,ROBI AXIATA PLC,27.1,0.0,171170,0.05575040857685365,141947989156.0,16.287036480557727,1.6639,85.952168082253,5.5350553505535,Communications,StrongBuy,DSEBD:ROBI,BDT
BRACBANK,BRAC BANK LTD,69.5,1.1644832605531255,55916,0.021313345941074223,136776620254.99998,9.77152899824253,7.1125,45.482623903127504,1.61733770014556,Finance,Buy,DSEBD:BRACBANK,BDT
WALTONHIL,WALTON HI-TECH INDUSTRIES PLC ,449.9,0.044474093840335474,3133,0.18435593110631213,136226880321.0,10.559743881028606,42.6052,-0.345007449821868,7.78296642205915,Consumer durables,Neutral,DSEBD:WALTONHIL,BDT
BEXIMCO,BEXIMCO LTD,110.1,0.0,1,0.003146633102580239,103850264528.0,,-4.1965,-832.885085574572,0.0,Process industries,Neutral,DSEBD:BEXIMCO,BDT
MARICO,MARICO BANGLADESH LTD,2928.8,1.0872191350567768,7,0.0007836464187358663,91264951538.0,15.620716543303116,187.4946,28.21695343641588,13.2537189797398,Consumer non-durables,Buy,DSEBD:MARICO,BDT
UPGDCL,UNITED POWER GENERATION AND DISTRIBUTION COMPANY LTD ,137.6,0.29154518950437736,730,0.005774137873756768,79534186732.0,6.84192468910513,20.1113,55.57111252069248,4.3731778425656,Utilities,Neutral,DSEBD:UPGDCL,BDT
BERGERPBL,BERGER PAINTS BANGLADESH LTD,1550.0,-0.25098140163460264,85,0.009387182630399012,76305801179.0,21.429884873128167,72.3289,5.244096390100238,3.37859579123496,Process industries,StrongBuy,DSEBD:BERGERPBL,BDT
ISLAMIBANK,ISLAMI BANK BANGLADESH PLC,45.3,1.5695067264573894,35397,0.033818029441758414,71805578329.0,,,,2.24215246636771,Finance,Neutral,DSEBD:ISLAMIBANK,BDT
LHB,LAFARGEHOLCIM BANGLADESH PLC ,56.5,-0.17667844522968448,55704,0.04595973622160831,65733740318.0,17.512863430661458,3.2262,-21.24112003515368,6.71378091872791,Non-energy minerals,Neutral,DSEBD:LHB,BDT
RENATA,RENATA PLC,497.0,0.5462269876593139,969,0.013024176042774135,56694476106.0,20.258427424285657,24.533,22.658867056647168,1.86121788387619,Health technology,StrongBuy,DSEBD:RENATA,BDT
BXPHARMA,BEXIMCO PHARMACEUTICALS LTD ,116.4,0.8665511265164645,34792,0.03072497228818038,51481335990.0,8.1730094087909,14.242,29.230713391285416,3.46620450606586,Health technology,StrongBuy,DSEBD:BXPHARMA,BDT
UNILEVERCL,UNILEVER CONSUMER CARE LTD,2474.8,0.040423639744522594,196,0.4757281553398041,47700084848.0,,,,2.10117989332471,Health technology,Neutral,DSEBD:UNILEVERCL,BDT
ICB,INVESTMENT CORPORATION OF BANGLADESH I.C.B.,53.3,1.3307984790874443,257542,0.7854414192853436,45617817402.0,220.33898305084745,0.2419,,0.380228136882129,Finance,Neutral,DSEBD:ICB,BDT
DUTCHBANGL,DUTCH-BANGLA BANK PLC,43.0,0.9389671361502313,44,0.00012832908243247775,41181465847.0,11.078476838254238,3.8814,-50.95402966969091,1.94001408450704,Finance,Neutral,DSEBD:DUTCHBANGL,BDT
EBL,EASTERN BANK PLC,25.5,0.7905138339920921,31795,0.01747646064487398,40374076651.0,5.903051067179036,4.3198,-0.3667227898609278,5.88680750988142,Finance,Neutral,DSEBD:EBL,BDT
PUBALIBANK,PUBALI BANK PLC,29.7,2.4137931034482736,128680,0.06735102171730241,37741609619.0,4.172461752433936,7.1181,9.16828980261645,3.40570344827586,Finance,Neutral,DSEBD:PUBALIBANK,BDT
CITYBANK,CITY BANK PLC,24.3,2.966101694915251,2439075,0.22345648741985533,35900843744.0,3.3759377604890246,7.198,67.55511068693409,4.70809745762712,Finance,Buy,DSEBD:CITYBANK,BDT
OLYMPIC,OLYMPIC INDUSTRIES PLC.,167.5,0.7215874924834567,79851,0.1667490830481476,33249835238.0,18.087380947238838,9.2606,10.66418106641811,0.601322910402886,Consumer non-durables,Neutral,DSEBD:OLYMPIC,BDT
PRIMEBANK,PRIME BANK PLC,28.3,2.1660649819494635,9446,0.004437419443761063,32148359845.0,3.9521275852919406,7.1607,45.232735016732576,6.16359927797834,Finance,Buy,DSEBD:PRIMEBANK,BDT
MJLBD,MJL BANGLADESH PLC,97.9,0.7201646090535008,15893,0.026180455539596928,30788297776.0,9.55420228754343,10.2468,4.276148413489929,5.34979423868313,Process industries,Neutral,DSEBD:MJLBD,BDT
POWERGRID,POWER GRID COMPANY OF BANGLADESH LTD,33.2,0.911854103343478,3267,0.012227789457452197,30064251919.0,,-7.6473,-234.1913210680418,0.0,Utilities,Neutral,DSEBD:POWERGRID,BDT
