Symbol,Name,Price,Change %,Volume,Relative Volume,Market Capital,P/E,EPS dil TTM,EPS dil growth TTM YoY,Div Yield % TTM,Sector,Analyst Rating,Ticker,Currency
GP,Grameenphone Ltd.,242.0,-1.0629599345870786,19150,0.1489654485726932,330283400185.0,11.048361692316822,21.9037,-18.541507062262447,8.78986099754702,Communications,Buy,DSEBD:GP,BDT
SQURPHARMA,Square Pharmaceuticals PLC,212.6,-0.2814258911819861,39647,0.13197164242398807,188991348100.0,7.263012612908074,29.2716,15.9661668284373,5.62851782363978,Health technology,StrongBuy,DSEBD:SQURPHARMA,BDT
ROBI,Robi Axiata PLc,28.4,-1.0452961672473893,1134302,0.5981735041825929,150328684123.0,16.0797191711018,1.7662,67.76215805471125,6.09756097560976,Communications,NoRating,DSEBD:ROBI,BDT
BRACBANK,BRAC Bank PLC,71.3,-0.6963788300835655,393710,0.2228291715085646,142948503464.0,9.040192722201091,7.887,41.87803561791688,1.54750835654596,Finance,StrongBuy,DSEBD:BRACBANK,BDT
WALTONHIL,Walton Hi-Tech Industries PLC,376.5,-0.1326259946949602,4605,0.28581713909767426,125624389160.0,11.225871085853315,33.5386,-15.376017157635774,4.21991802507838,Consumer durables,NoRating,DSEBD:WALTONHIL,BDT
BATBC,British American Tobacco Bangladesh Co Ltd,218.0,-0.683371298405467,32635,0.30349754532933954,118530000000.0,10.249562748011208,21.2692,-34.5474464235158,13.6674259681093,Consumer non-durables,Buy,DSEBD:BATBC,BDT
BEXIMCO,Bangladesh Export Import Company Ltd.,110.1,0.0,2,0.00517464424320828,103850311567.0,,,,0.0,Process industries,NoRating,DSEBD:BEXIMCO,BDT
MARICO,Marico Bangladesh Limited.,2761.0,0.385398487492725,298,0.07792887029288703,86637596924.0,13.809619317661758,199.9331,12.538381392982117,12.816317626527,Consumer non-durables,Buy,DSEBD:MARICO,BDT
BERGERPBL,Berger Paints Bangladesh Ltd.,1389.0,-0.22985203275391794,321,0.15617398073367714,68365358779.0,19.67817889717195,70.5858,0.3400306482474078,3.77100991236891,Process industries,StrongBuy,DSEBD:BERGERPBL,BDT
UPGDCL,United Power Generation & Distribution Co. Ltd.,116.9,-0.2559726962457314,9399,0.42074964075796184,67940281703.0,6.303178009511383,18.5462,1.432931164612072,5.54607508532423,Utilities,NoRating,DSEBD:UPGDCL,BDT
ISLAMIBANK,Islami Bank Bangladesh PLC,38.1,-2.557544757033248,288822,0.6164226561609611,62950630026.0,,-0.3675,-112.71758314011835,0.0,Finance,NoRating,DSEBD:ISLAMIBANK,BDT
LHB,LafargeHolcim Bangladesh PLC,50.3,-4.554079696394697,864428,1.3632694065222943,61204386189.0,14.364041350162774,3.5018,0.7712230215827255,7.21062618595825,Non-energy minerals,StrongBuy,DSEBD:LHB,BDT
BXPHARMA,Beximco Pharmaceuticals Plc,116.4,-0.8517887563884157,55853,0.125299519310906,52373560172.0,,,,3.40715502555366,Health technology,StrongBuy,DSEBD:BXPHARMA,BDT
PUBALIBANK,Pubali Bank PLC,38.0,-0.2624671916010536,61744,0.261046069913029,49584664445.0,6.076888633019895,6.2532,-15.228089202196168,2.59226771653543,Finance,NoRating,DSEBD:PUBALIBANK,BDT
RENATA,Renata PLC,422.0,0.4044729954794168,26033,0.9980256474151316,48206935472.0,19.081898422804223,22.1152,-14.236629528082739,1.30858910302165,Health technology,StrongBuy,DSEBD:RENATA,BDT
CITYBANK,City Bank PLC,31.3,1.2944983818770297,6500605,1.5331470929519533,47005764410.0,3.696966833601058,8.4664,80.65892796176169,3.5958284789644,Finance,Buy,DSEBD:CITYBANK,BDT
EBL,Eastern Bank PLC,27.4,1.858736059479554,680967,0.5548882359378529,42927378627.0,5.592293248428442,4.8996,20.421756334947297,5.53666282527881,Finance,StrongBuy,DSEBD:EBL,BDT
UNILEVERCL,Unilever Consumer Care Limited,2100.0,-0.6481525287410617,202,0.3580290677064862,40740126485.0,56.00507779371996,37.4966,-15.559418906046272,2.4601409850026,Health technology,NoRating,DSEBD:UNILEVERCL,BDT
DUTCHBANGL,Dutch-Bangla Bank PLC,41.2,-1.904761904761898,25157,0.3014988051265703,40601446655.0,8.097006858872316,5.0883,-21.334817494550343,1.96772857142857,Finance,NoRating,DSEBD:DUTCHBANGL,BDT
