Symbol,Name,Price,Change %,Volume,Relative Volume,Market Capital,P/E,EPS dil TTM,EPS dil growth TTM YoY,Div Yield % TTM,Sector,Analyst Rating,Ticker,Currency
GP,Grameenphone Ltd.,257.9,-0.6548536209553334,197144,0.7560704158264563,350537900917.0,11.664088717628648,22.1106,2.0101592164208397,8.28197226502311,Communications,Neutral,DSEBD:GP,BDT
SQURPHARMA,Square Pharmaceuticals PLC,222.0,-0.8928571428571428,906736,1.22293337253614,198565021484.0,7.609124093845864,29.1755,10.038508103296762,5.35714285714286,Health technology,StrongBuy,DSEBD:SQURPHARMA,BDT
ROBI,Robi Axiata PLc,32.2,-1.2269938650306704,3151545,0.5628431425619086,170756611246.0,16.15573729366314,1.9931,44.67915214866436,5.3680981595092,Communications,NoRating,DSEBD:ROBI,BDT
BRACBANK,BRAC Bank PLC,63.6,-2.9007633587786237,8510512,1.7780725035958886,149966503662.0,7.310764986493476,8.6995,46.6512702078522,1.73162595419847,Finance,StrongBuy,DSEBD:BRACBANK,BDT
WALTONHIL,Walton Hi-Tech Industries PLC,392.6,-2.119172276240339,53236,1.174215605183347,133655021906.99998,13.014479686008276,30.1664,-22.115046989569347,3.96636523424221,Consumer durables,NoRating,DSEBD:WALTONHIL,BDT
BATBC,British American Tobacco Bangladesh Co Ltd,217.3,-1.0473588342440725,155619,0.827079617421404,118584003296.0,24.675236191860467,8.8064,-71.27498564793069,1.36612021857924,Consumer non-durables,Buy,DSEBD:BATBC,BDT
MARICO,Marico Bangladesh Limited.,2751.6,-0.7072748267898351,5047,0.5960014643190326,87292798462.0,13.351545573867536,206.0885,9.917032277196261,7.48773094688222,Consumer non-durables,Buy,DSEBD:MARICO,BDT
UPGDCL,United Power Generation & Distribution Co. Ltd.,124.8,0.7263922518159738,52268,0.783686933053449,71824242541.0,7.7888522052811915,16.0229,-20.328869839344048,5.24616626311542,Utilities,NoRating,DSEBD:UPGDCL,BDT
BERGERPBL,Berger Paints Bangladesh Ltd.,1424.9,-0.1961196329761122,12249,0.9191805493021161,70108621472.0,,,,3.67724311830216,Process industries,NoRating,DSEBD:BERGERPBL,BDT
LHB,LafargeHolcim Bangladesh PLC,55.3,-1.250000000000005,853242,0.723750389658303,65036917969.0,13.270619855535026,4.1671,35.058663382381525,6.78571428571429,Non-energy minerals,StrongBuy,DSEBD:LHB,BDT
BXPHARMA,Beximco Pharmaceuticals Plc,145.0,3.1294452347083968,1860319,0.5685689330604103,62723362727.0,,,,0.0,Health technology,StrongBuy,DSEBD:BXPHARMA,BDT
CITYBANK,City Bank PLC,31.3,-2.187499999999998,6382230,1.350828621583465,55980972656.0,3.717472118959108,8.4197,44.76290361404354,4.0760875,Finance,Neutral,DSEBD:CITYBANK,BDT
PUBALIBANK,Pubali Bank PLC,36.6,-0.8130081300812931,181814,0.4402890088302873,55226392689.0,5.062590773912443,7.2295,43.43107689865883,2.1642566395664,Finance,StrongBuy,DSEBD:PUBALIBANK,BDT
RENATA,Renata PLC,456.1,0.021929824561408493,46288,0.5751169479837732,52301601746.0,19.159920856630357,23.8049,-2.9678392369461593,1.20614035087719,Health technology,StrongBuy,DSEBD:RENATA,BDT
ISLAMIBANK,Islami Bank Bangladesh PLC,31.9,0.3144654088050247,159369,0.433425157201574,51197699870.0,,-1.1282,-304.9409627611263,0.0,Finance,NoRating,DSEBD:ISLAMIBANK,BDT
