Symbol,Name,Price,Change %,Volume,Relative Volume,Market Capital,P/E,EPS dil TTM,EPS dil growth TTM YoY,Div Yield % TTM,Sector,Analyst Rating,Ticker,Currency
GP,Grameenphone Ltd.,276.8,-0.18031013342949875,255,0.007568045633831241,381864837325.0,12.711416854567247,21.7757,-16.978218682445696,9.9009900990099,Communications,Neutral,DSEBD:GP,BDT
SQURPHARMA,Square Pharmaceuticals PLC,212.0,0.1890359168241993,14586,0.05594183521896353,188370835114.0,7.995805973470519,26.5139,16.131646146231642,5.17647058823529,Health technology,StrongBuy,DSEBD:SQURPHARMA,BDT
ROBI,Robi Axiata PLc,28.5,0.0,65826,0.029520103905599525,151900060059.0,17.128433199110525,1.6639,85.952168082253,5.17241379310345,Communications,Neutral,DSEBD:ROBI,BDT
BRACBANK,BRAC Bank PLC,67.6,1.3493253373313217,1602,0.0020385582735625604,135183888451.0,8.571066311652086,7.887,41.87803561791688,1.63639322533137,Finance,StrongBuy,DSEBD:BRACBANK,BDT
BATBC,British American Tobacco Bangladesh Co Ltd,247.0,-0.24232633279482807,3564,0.03897190283268037,133650000000.0,11.613036691553983,21.2692,-34.5474464235158,12.1212121212121,Consumer non-durables,Buy,DSEBD:BATBC,BDT
WALTONHIL,Walton Hi-Tech Industries PLC,365.0,0.9681881051175657,371,0.012790457146797241,122792009033.0,11.73293902086213,31.109,-23.582947469263924,3.92477910447761,Consumer durables,Neutral,DSEBD:WALTONHIL,BDT
BEXIMCO,Bangladesh Export Import Company Ltd.,110.1,0.0,1,0.0008951750067138127,103850264528.0,,,,0.0,Process industries,Neutral,DSEBD:BEXIMCO,BDT
MARICO,Marico Bangladesh Limited.,2753.4,-0.058076225045368746,662,0.7009741634900466,87129000000.0,13.99736869396528,196.7084,16.9171332453669,12.4367317425886,Consumer non-durables,StrongBuy,DSEBD:MARICO,BDT
UPGDCL,United Power Generation & Distribution Co. Ltd.,125.1,0.07999999999999545,1080,0.03607359012385232,73679265577.0,6.220383565458225,20.1113,55.57111252069248,4.72069236821401,Utilities,Neutral,DSEBD:UPGDCL,BDT
BERGERPBL,Berger Paints Bangladesh Ltd.,1422.4,0.9510290986515324,7,0.0029829121745429754,69705954741.0,20.151361888651824,70.5858,0.3400306482474078,3.69848538217682,Process industries,Neutral,DSEBD:BERGERPBL,BDT
LHB,LafargeHolcim Bangladesh PLC,51.9,-0.9541984732824428,330012,1.6032000652915108,60623699421.0,14.820949226112285,3.5018,0.7712230215827255,7.27969348659004,Non-energy minerals,StrongBuy,DSEBD:LHB,BDT
ISLAMIBANK,Islami Bank Bangladesh PLC,36.1,0.0,1465,0.007720628148198116,59569652222.0,,-1.1226,-127.8519327147323,2.7027027027027,Finance,Neutral,DSEBD:ISLAMIBANK,BDT
BXPHARMA,Beximco Pharmaceuticals Plc,109.2,0.36764705882353466,1007,0.004609623905958226,49741498154.0,,,,3.58744394618834,Health technology,StrongBuy,DSEBD:BXPHARMA,BDT
RENATA,Renata PLC,386.1,0.3639199376137338,1285,0.05195844941430495,48161057574.0,15.73798557045612,24.533,22.658867056647168,2.19099785663253,Health technology,StrongBuy,DSEBD:RENATA,BDT
UNILEVERCL,Unilever Consumer Care Limited,2341.2,-1.431458403502863,589,4.953742640874624,46161993275.0,71.04405508250845,32.9542,-37.006076848526085,2.17118997912317,Health technology,Neutral,DSEBD:UNILEVERCL,BDT
DUTCHBANGL,Dutch-Bangla Bank PLC,38.5,-0.259067357512957,12756,0.12125740391662555,37798011959.0,7.566377768606411,5.0883,-21.334817494550343,2.1136726342711,Finance,Neutral,DSEBD:DUTCHBANGL,BDT
EBL,Eastern Bank PLC,22.9,0.43859649122806077,775,0.0020026258947538696,36863289098.0,4.673850926606253,4.8996,20.421756334947297,6.44745584415584,Finance,StrongBuy,DSEBD:EBL,BDT
PUBALIBANK,Pubali Bank PLC,28.2,0.0,3505,0.015792015773092402,36700462760.0,4.509691038188448,6.2532,-15.228089202196168,3.50231914893617,Finance,Neutral,DSEBD:PUBALIBANK,BDT
CITYBANK,City Bank PLC,24.0,0.41841004184101016,47196,0.018288405079105043,36509332031.0,3.415738012894411,7.0263,63.558276496194054,4.62962916666667,Finance,Neutral,DSEBD:CITYBANK,BDT
ICB,Investment Corporation of Bangladesh,37.4,4.761904761904749,4,4.587034974994926e-05,34170002421.999996,154.60934270359652,0.2419,,0.50761421319797,Finance,Neutral,DSEBD:ICB,BDT
PRIMEBANK,Prime Bank PLC,26.5,0.7604562737642558,1010,0.001894307399952436,30639590768.0,3.5533743647505265,7.4577,37.350129841427695,6.46710984848485,Finance,StrongBuy,DSEBD:PRIMEBANK,BDT
MJLBD,MJL Bangladesh PLC,91.5,-0.9740259740259801,20567,0.07882961006805173,29141188110.0,8.929617051176953,10.2468,4.276148413489929,5.65217391304348,Process industries,Neutral,DSEBD:MJLBD,BDT
OLYMPIC,Olympic Industries PLC.,140.9,1.953690303907393,1008,0.027245378691843417,28311345678.0,14.00596421471173,10.06,9.668487207160073,0.706214689265537,Consumer non-durables,Neutral,DSEBD:OLYMPIC,BDT
BEACONPHAR,Beacon Pharmaceuticals PLC,109.5,0.9216589861751152,19046,0.08409349805285977,24948000000.0,,,,1.85185185185185,Health technology,Neutral,DSEBD:BEACONPHAR,BDT
BSRMSTEEL,BSRM Steels Limited,61.0,-7.435508345978764,78292,0.2059293729480579,24662484387.0,4.43062798704223,13.7678,36.333749232566895,4.87804878048781,Non-energy minerals,Neutral,DSEBD:BSRMSTEEL,BDT
POWERGRID,Power Grid Co. of Bangladesh Ltd.,29.6,-7.210031347962374,79109,0.2763881333625412,24581408135.0,,-7.6473,-234.1913210680418,0.0,Utilities,Neutral,DSEBD:POWERGRID,BDT
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,76.0,-6.748466257668712,3008,0.0632538734586074,24125638631.0,,,,4.33168316831683,Non-energy minerals,Neutral,DSEBD:BSRMLTD,BDT
BSCPLC,Bangladesh Submarine Cables PLC,126.0,0.6389776357827454,110,0.001369724847182283,24090604306.0,12.29916248560217,10.2446,15.74903679934921,3.1055900621118,Communications,Neutral,DSEBD:BSCPLC,BDT
BANKASIA,Bank Asia PLC,17.9,0.5617977528089768,2,4.060522081626642e-06,22956705810.0,5.30779266990867,3.3724,505.56652899982055,5.07872067039112,Finance,Neutral,DSEBD:BANKASIA,BDT
MPETROLEUM,Meghna Petroleum Limited,214.8,0.4677268475210477,4766,0.13437199559047838,22768668932.0,3.735385824662937,57.5041,42.024006520289475,8.07984790874525,Distribution services,Neutral,DSEBD:MPETROLEUM,BDT
KOHINOOR,Kohinoor Chemical Co. (Bangladesh) Ltd.,568.0,1.0496352962106346,21,0.0018947254452604766,20874573459.0,35.57091952079458,15.9681,39.84043857498162,0.807219854377553,Consumer non-durables,Neutral,DSEBD:KOHINOOR,BDT
UTTARABANK,Uttara Bank PLC,21.2,0.47393364928908943,526,0.0005787393604379937,20763753231.0,4.131506635745327,5.1313,13.869471628608835,5.92309345794393,Finance,Neutral,DSEBD:UTTARABANK,BDT
JAMUNAOIL,Jamuna Oil Company Limited,186.1,-0.05370569280343412,20031,0.6978664399788075,20450635341.0,3.7181999996004085,50.0511,36.55426992134318,8.09935205183586,Energy minerals,Neutral,DSEBD:JAMUNAOIL,BDT
