Symbol,Name,Price,Change %,Volume,Relative Volume,Market Capital,P/E,EPS dil TTM,EPS dil growth TTM YoY,Div Yield % TTM,Sector,Analyst Rating,Ticker,Currency
GP,Grameenphone Ltd.,240.6,-0.1659751037344422,97250,1.2414280826988966,325422311768.0,10.881658571002143,22.1106,2.0101592164208397,8.92116182572614,Communications,Neutral,DSEBD:GP,BDT
SQURPHARMA,Square Pharmaceuticals PLC,211.8,0.0,217078,0.8506074564024384,187750322127.0,7.259515689534028,29.1755,10.038508103296762,5.6657223796034,Health technology,StrongBuy,DSEBD:SQURPHARMA,BDT
ROBI,Robi Axiata PLc,30.7,1.6556291390728477,3137146,2.3340795542584254,158185583781.0,15.403140835883798,1.9931,44.67915214866436,5.79470198675497,Communications,NoRating,DSEBD:ROBI,BDT
BRACBANK,BRAC Bank PLC,68.4,1.6344725111441434,4124373,2.5889926540524772,154087727544.0,7.86252083453072,8.6995,46.6512702078522,1.43563625557207,Finance,StrongBuy,DSEBD:BRACBANK,BDT
WALTONHIL,Walton Hi-Tech Industries PLC,361.4,-0.24841291747171793,22416,1.0024820554102103,120726033579.0,11.98021639970298,30.1664,-22.115046989569347,4.39113744260157,Consumer durables,NoRating,DSEBD:WALTONHIL,BDT
BATBC,British American Tobacco Bangladesh Co Ltd,207.6,-1.8439716312056764,195874,2.340839993881245,114210000000.0,23.573764534883722,8.8064,-71.27498564793069,1.41843971631206,Consumer non-durables,Buy,DSEBD:BATBC,BDT
BEXIMCO,Bangladesh Export Import Company Ltd.,110.1,0.0,2132,38.9762340036563,103850311567.0,,,,0.0,Process industries,NoRating,DSEBD:BEXIMCO,BDT
MARICO,Marico Bangladesh Limited.,2759.9,0.7152501550925048,5614,2.930215564486664,86936846924.0,13.391819533841044,206.0885,9.917032277196261,12.7722018913729,Consumer non-durables,Buy,DSEBD:MARICO,BDT
UPGDCL,United Power Generation & Distribution Co. Ltd.,117.8,0.08496176720475303,18888,1.1345915878755652,68230129327.99999,7.35197748222856,16.0229,-20.328869839344048,5.52251486830926,Utilities,NoRating,DSEBD:UPGDCL,BDT
BERGERPBL,Berger Paints Bangladesh Ltd.,1380.9,0.10874293170943887,2693,1.005188309506924,67736805686.00001,19.563424938160367,70.5858,0.3400306482474078,3.80600260983036,Process industries,StrongBuy,DSEBD:BERGERPBL,BDT
LHB,LafargeHolcim Bangladesh PLC,51.7,0.7797270955165804,487924,1.291918769075614,59578461467.0,12.406709702190975,4.1671,35.058663382381525,7.40740740740741,Non-energy minerals,StrongBuy,DSEBD:LHB,BDT
BXPHARMA,Beximco Pharmaceuticals Plc,123.0,0.819672131147541,951766,1.8945491844966362,54425675110.0,,,,3.27868852459016,Health technology,StrongBuy,DSEBD:BXPHARMA,BDT
ISLAMIBANK,Islami Bank Bangladesh PLC,32.6,0.0,4026,0.12659700582044356,52485691122.0,,-1.1282,-304.9409627611263,0.0,Finance,NoRating,DSEBD:ISLAMIBANK,BDT
PUBALIBANK,Pubali Bank PLC,34.6,2.976190476190476,672890,1.3704952370051042,50287442638.0,6.3631013682507,5.4376,-15.226914862104987,2.55604166666667,Finance,StrongBuy,DSEBD:PUBALIBANK,BDT
CITYBANK,City Bank PLC,29.3,2.0905923344947785,6170455,1.7813177679003254,50207936186.0,3.4799339643930303,8.4197,44.76290361404354,3.36649198606272,Finance,Neutral,DSEBD:CITYBANK,BDT
RENATA,Renata PLC,414.0,0.0,22348,1.0388572012960149,47484348953.0,17.391377405492147,23.8049,-2.9678392369461593,1.32850241545894,Health technology,StrongBuy,DSEBD:RENATA,BDT
EBL,Eastern Bank PLC,25.4,2.4193548387096686,795300,0.5971886852680466,40763454801.0,4.754773493073755,5.342,31.19827099246015,5.83057741935484,Finance,StrongBuy,DSEBD:EBL,BDT
DUTCHBANGL,Dutch-Bangla Bank PLC,39.1,0.25641025641026005,455000,1.2222607256736537,39586411560.0,8.06851011143211,4.846,-21.334999918835123,2.01818461538462,Finance,NoRating,DSEBD:DUTCHBANGL,BDT
UNILEVERCL,Unilever Consumer Care Limited,2039.2,0.08834789437518183,644,3.277353689567406,39269497380.0,50.54794147028276,40.3419,33.75118941445997,2.06145086875429,Health technology,NoRating,DSEBD:UNILEVERCL,BDT
ICB,Investment Corporation of Bangladesh,42.3,-2.5345622119815703,371514,0.77955874650838,37639038066.0,,-17.5667,-7361.967755270774,0.460829493087558,Finance,NoRating,DSEBD:ICB,BDT
PRIMEBANK,Prime Bank PLC,29.7,0.0,1322096,1.901048275786703,34469540998.0,3.9841706351868,7.4545,12.198976520168577,8.01667353810205,Finance,StrongBuy,DSEBD:PRIMEBANK,BDT
POWERGRID,Power Grid Co. of Bangladesh Ltd.,33.3,1.2158054711246158,62471,0.8731719521587143,30064251919.0,7.780737417636338,4.2798,,0.0,Utilities,NoRating,DSEBD:POWERGRID,BDT
OLYMPIC,Olympic Industries PLC.,141.9,-0.7692307692307653,66362,1.185823439856476,28591258881.0,14.937471051412693,9.4996,2.5808262963522774,2.0979020979021,Consumer non-durables,Neutral,DSEBD:OLYMPIC,BDT
MJLBD,MJL Bangladesh PLC,89.2,-0.11198208286673497,62075,1.6591648981381002,28285958556.0,9.716246391808726,9.1805,-10.406175586524572,5.82306830907055,Process industries,NoRating,DSEBD:MJLBD,BDT
BSRMSTEEL,BSRM Steels Limited,74.7,3.750000000000004,394537,2.8511458435709622,27068581055.0,4.629285342455567,16.1364,36.84888986888748,6.94444444444445,Non-energy minerals,NoRating,DSEBD:BSRMSTEEL,BDT
BSCPLC,Bangladesh Submarine Cables PLC,143.3,0.7027406886858749,53986,1.1481082138672054,26615628766.0,10.484956684617186,13.6672,73.56056180631396,2.8109627547435,Communications,StrongBuy,DSEBD:BSCPLC,BDT
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,88.4,1.0285714285714351,48300,1.2817825003516277,26126154709.0,4.053223780135536,21.8098,23.787091061820323,5.71428571428572,Non-energy minerals,NoRating,DSEBD:BSRMLTD,BDT
UTTARABANK,Uttara Bank PLC,21.3,1.428571428571432,2154685,0.6364002632571732,25469559814.0,5.188794153471376,4.105,13.86962552011097,4.82873333333333,Finance,NoRating,DSEBD:UTTARABANK,BDT
BANKASIA,Bank Asia PLC,17.9,0.5617977528089768,845356,1.7881421433354947,24768874939.0,6.129717142661462,2.9202,8.380344418052257,4.70713483146067,Finance,NoRating,DSEBD:BANKASIA,BDT
JAMUNABANK,Jamuna Bank PLC,26.4,3.529411764705877,6292759,2.0914213808150586,23953109985.0,4.4397356339236165,5.9463,81.94418946208921,6.0506,Finance,NoRating,DSEBD:JAMUNABANK,BDT
BEACONPHAR,Beacon Pharmaceuticals PLC,101.0,-0.6882989183874167,273234,1.2362416234918214,23492699295.0,,,,2.06489675516224,Health technology,NoRating,DSEBD:BEACONPHAR,BDT
MPETROLEUM,Meghna Petroleum Limited,202.8,0.39603960396040166,18786,0.7023066282851695,21859654266.0,3.3346158779017574,60.8166,5.760458819458091,9.9009900990099,Distribution services,NoRating,DSEBD:MPETROLEUM,BDT
KOHINOOR,Kohinoor Chemical Co. (Bangladesh) Ltd.,506.7,-0.11827321111768632,2090,0.46874649561531373,20686624655.0,29.77383169881833,17.0183,17.23498939130913,1.05891996846048,Consumer non-durables,NoRating,DSEBD:KOHINOOR,BDT
JAMUNAOIL,Jamuna Oil Company Limited,168.4,-0.0593471810088987,32222,1.5272754850054442,18606544880.0,3.4633601586070877,48.6233,-2.852684556383372,10.6824925816024,Energy minerals,NoRating,DSEBD:JAMUNAOIL,BDT
SHAHJABANK,Shahjalal Islami Bank PLC,16.1,0.6250000000000089,326936,1.6378459562334007,17807494141.0,4.749402637245937,3.3899,130.88816237569813,6.25,Finance,NoRating,DSEBD:SHAHJABANK,BDT
PADMAOIL,Padma Oil PLC,177.9,0.22535211267605956,31422,1.2299442215480565,17436313114.0,2.953697185437061,60.2296,7.895425117605533,9.01408450704225,Distribution services,NoRating,DSEBD:PADMAOIL,BDT
IDLC,IDLC Finance PLC.,37.5,0.2673796791443888,317399,2.2371688377046604,17140704441.000002,6.7466671464296635,5.5583,18.080812372535686,3.63781818181818,Finance,Buy,DSEBD:IDLC,BDT
NCCBANK,National Credit and Commerce Bank PLC,15.7,7.534246575342464,28595363,2.051468278798712,16860663942.0,3.1741538959201,4.9462,134.0620859360212,8.56164383561644,Finance,NoRating,DSEBD:NCCBANK,BDT
ACI,Advanced Chemical Industries PLC,189.7,2.2641509433962206,51116,1.9925701566660063,16256564625.0,144.00668033098003,1.3173,,1.34770889487871,Health technology,NoRating,DSEBD:ACI,BDT
