Symbol,Name,Price,Change %,Volume,Relative Volume,Market Capital,P/E,EPS dil TTM,EPS dil growth TTM YoY,Div Yield % TTM,Sector,Analyst Rating,Ticker,Currency
GP,Grameenphone Ltd.,299.0,0.33557046979865773,47264,0.9419229864761989,403739714600.0,13.710879284649776,21.8075,-16.663800581624187,9.36454849498328,Communications,Neutral,DSEBD:GP,BDT
SQURPHARMA,Square Pharmaceuticals PLC,215.0,-0.18570102135562008,283407,1.239429141959236,190586962585.0,8.10895417120831,26.5139,16.131646146231642,5.11627906976744,Health technology,StrongBuy,DSEBD:SQURPHARMA,BDT
ROBI,Robi Axiata PLc,29.6,1.0238907849829375,2152155,0.608855407396636,155042821920.0,17.78953062083058,1.6639,85.952168082253,5.06756756756757,Communications,StrongBuy,DSEBD:ROBI,BDT
BATBC,British American Tobacco Bangladesh Co Ltd,275.7,-0.8629989212513607,164722,1.9478698093305735,148878006592.0,11.999999999999998,22.975,-29.649272149379318,10.8813928182807,Consumer non-durables,Buy,DSEBD:BATBC,BDT
WALTONHIL,Walton Hi-Tech Industries PLC,419.9,2.1903139449987834,51932,0.5752283094713847,139919576238.0,10.841164928224723,38.732,-0.34503075945362066,3.44434651107407,Consumer durables,Neutral,DSEBD:WALTONHIL,BDT
BRACBANK,BRAC Bank PLC,69.5,0.1440922190201647,654417,0.6079838167533842,138369367249.0,9.77152899824253,7.1125,45.482623903127504,1.59872086330935,Finance,Buy,DSEBD:BRACBANK,BDT
BEXIMCO,Bangladesh Export Import Company Ltd.,110.1,0.0,1,0.012345679012345692,103850264528.0,,,,0.0,Process industries,Neutral,DSEBD:BEXIMCO,BDT
MARICO,Marico Bangladesh Limited.,2842.1,2.2338129496402845,10402,3.444713050965328,89526153076.0,14.61410504611097,194.4765,22.439786343512488,12.1037261180113,Consumer non-durables,Buy,DSEBD:MARICO,BDT
UPGDCL,United Power Generation & Distribution Co. Ltd.,142.5,-0.07012622720897217,32870,0.7300258962639152,82606573334.0,7.085568809574717,20.1113,55.57111252069248,4.21052631578947,Utilities,Neutral,DSEBD:UPGDCL,BDT
BERGERPBL,Berger Paints Bangladesh Ltd.,1461.9,2.180750681484591,21783,4.025837214459969,71788049973.0,21.07823559351115,69.3559,1.5366078970753978,3.59121690950133,Process industries,StrongBuy,DSEBD:BERGERPBL,BDT
