Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Sell,Strong sell,Sell,42.18715524640587,-0.10000000000000009,-0.14882352941174792,-53.33333333334084,33.333333333333385,22.222222222222253,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Buy,Buy,Neutral,50.41382135708935,-0.8000000000000007,0.13264705882362193,-63.26963906581781,21.50308202939784,19.33167985799567,
AAMRANET,aamra networks ltd,Buy,Buy,Neutral,55.05464381894637,0.20000000000000284,0.5208823529412072,-22.72727272727454,33.84418901660284,29.452794970036397,
AAMRATECH,Aamra Technologies Limited,Neutral,Sell,Neutral,50.0092414308986,0.0,0.10352941176473962,-47.772988505750384,42.739506869941664,42.62239370935022,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Sell,Strong sell,Sell,43.61617228210209,-0.09999999999999964,-0.1547058823529408,-88.80053015242014,11.111111111111127,3.7037037037037073,White Marubozu
ABBANK,AB Bank PLC,Sell,Strong sell,Neutral,38.638319736536644,-0.5,-0.6158823529411732,-78.9473684210396,29.999999999999954,26.86868686868682,
ACFL,Aman Cotton Fibrous Ltd.,Buy,Buy,Neutral,51.23020200882237,0.10000000000000142,-0.0873529411764693,-50.200803212845926,30.12219380505826,26.304821445486407,
ACI,Advanced Chemical Industries PLC,Buy,Buy,Neutral,48.28155840835681,5.0,-7.0073529411769755,16.47071284821753,62.48021680216803,43.07875734237897,
ACIFORMULA,ACI Formulations PLC,Buy,Strong buy,Neutral,51.61364654437728,0.4000000000000057,-6.184411764705885,-25.68751888788231,33.253272069061616,28.253950403073272,White Marubozu
ACMELAB,ACME Laboratories Ltd.,Sell,Sell,Neutral,42.33137443332296,-1.7000000000000028,-2.4900000000000517,-71.72795571372447,22.15315548648883,22.464625625545168,
ACMEPL,ACME Pesticides Ltd,Buy,Strong buy,Neutral,51.05154304215591,-1.1999999999999993,-0.35088235294118064,-29.65184074629356,29.629629629629658,26.851851851851873,
ACTIVEFINE,Active Fine Chemicals Ltd.,Sell,Strong sell,Neutral,43.797591339298606,-0.3000000000000007,-0.38794117647058535,-59.13978494623668,25.555555555555628,24.672364672364726,
ADNTEL,ADN Telecom Ltd.,Sell,Strong sell,Neutral,43.967222393750525,-2.799999999999997,-3.6435294117646606,-70.54058813171584,22.89430623734644,23.105635012570797,
ADVENT,Advent Pharma Ltd.,Buy,Strong buy,Neutral,56.26228734330119,0.09999999999999964,0.0029411764705820076,17.906336088156575,59.61472308221537,46.74097007223944,
AFCAGRO,AFC Agro Biotech Ltd.,Sell,Strong sell,Neutral,46.917946087560715,-0.10000000000000053,-0.17764705882347265,-61.54537286612747,23.535353535353536,21.36604136604139,
AFTABAUTO,Aftab Automobiles Ltd.,Buy,Strong buy,Neutral,60.2337341605566,1.8999999999999986,0.2691176470588701,109.10222014853046,86.45833333333331,78.37852733686064,"Long Upper Shadow, Shooting Star"
AGNISYSL,Agni Systems PLC,Sell,Strong sell,Sell,47.19999375868377,-0.3000000000000007,-0.38235294117645324,-56.714820759766624,22.870370370370328,24.166666666666625,Doji
AGRANINS,Agrani Insuarnce Co. Ltd.,Buy,Strong buy,Neutral,54.6873575845316,0.0,0.19823529411768703,11.14827201782065,39.3162393162393,30.982905982905965,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,Sell,Strong sell,Neutral,40.234779020278324,-0.10000000000000053,-0.07705882352940474,-53.33333333333817,23.333333333333286,20.555555555555515,"Gravestone Doji, Long Upper Shadow"
AIL,Alif Industries Ltd.,Buy,Strong buy,Sell,57.58031414945742,1.5,0.7002941176471396,41.32301675027515,82.74349667271626,70.7276051831406,"Long Upper Shadow, Shooting Star"
AL-HAJTEX,Alhaj Textile Mills Limited,Strong buy,Strong buy,Neutral,57.00869007066938,-6.199999999999989,1.995882352941095,1.4127190284129838,41.76248975702888,42.913562404530325,
ALARABANK,Al-Arafah Islami Bank PLC,Sell,Strong sell,Neutral,46.35539111654311,0.0,-0.19029411764702076,-156.86274509803616,38.88888888888891,25.462962962962948,Hammer
ALIF,Alif Manufacturing Company Ltd.,Strong sell,Strong sell,Neutral,37.70984331950829,-0.2999999999999998,-0.17235294117647193,-92.00968523002527,18.65079365079371,21.693121693121736,Black Marubozu
ALLTEX,Alltex Industries Limited,Buy,Strong buy,Neutral,63.12424678982659,-0.10000000000000142,1.1429411764705897,71.53373170520472,55.864197530864196,59.01857039111942,
AMANFEED,Aman Feed Ltd.,Buy,Buy,Neutral,52.52119137678459,-0.29999999999999716,0.047647058823550026,-6.09957138147298,65.58300260870641,59.48315703517661,
AMBEEPHA,Ambee Pharmaceuticals PLC,Neutral,Sell,Neutral,44.21893398095781,-6.5,-13.026764705883238,-105.95851499537257,30.7362222683563,28.397760823308825,
AMCLPRAN,Agricultural Marketing Co. Ltd.,Strong buy,Strong buy,Buy,59.17985229152983,11.599999999999994,-8.913823529411331,49.38855601107688,60.447035957240026,48.31188680818951,
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,Buy,Buy,Neutral,51.47880827219912,-0.3000000000000007,-0.6747058823529422,-13.167520117046141,46.848484848484794,31.388669301712753,
ANWARGALV,Anwar Galvanizing Ltd.,Sell,Strong sell,Neutral,38.409571569068504,-5.799999999999997,-6.640882352941233,-98.0631179737224,15.664829555331002,18.951992095257516,
AOL,Associated Oxygen Ltd,Buy,Strong buy,Neutral,56.763359261922965,-0.5,0.57558823529412,19.340159271897956,39.323671497584584,33.12701288244766,
APEXFOODS,Apex Foods Limited,Buy,Strong buy,Neutral,56.15632245801496,5.699999999999989,-4.129411764705736,72.71456039154062,79.78467087962771,65.56515060273681,
APEXFOOT,Apex Footwear Ltd.,Buy,Strong buy,Neutral,59.688291379749806,5.800000000000011,2.49411764705863,64.79876757172006,62.85362853628539,54.07895307023248,
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,Buy,Strong buy,Neutral,62.54896906733481,20.0,9.579117647058922,157.3403807116335,74.56964006259783,80.92591344629894,
APEXTANRY,Apex Tannery Limited.,Buy,Strong buy,Sell,51.86756940871279,-0.8999999999999915,-1.2011764705883792,-16.706298396436555,27.513227513227537,26.807760141093496,
APOLOISPAT,Appollo Ispat Complex Ltd.,Sell,Strong sell,Neutral,32.51603133449325,-0.19999999999999973,-0.2623529411764709,-109.17874396135431,20.00000000000003,20.000000000000032,
ARAMIT,Aramit Limited,Neutral,Neutral,Neutral,47.52845262652219,-7.599999999999994,-10.896470588235331,-70.17962846079155,17.235806339254623,15.225083427883028,Hanging Man
ARAMITCEM,Aramit Cement Limited,Sell,Strong sell,Neutral,36.952216748824114,-1.5,-0.6449999999999871,-111.11111111110958,20.37037037037038,23.66255144032928,"Inverted Hammer, Long Upper Shadow"
ARGONDENIM,Argon Denims Ltd.,Strong buy,Strong buy,Neutral,69.74994246066538,2.0,1.3926470588235098,163.5367762128327,70.83333333333336,69.50757575757576,
ASIAINS,Asia Insurance PLC,Neutral,Neutral,Neutral,49.54767314871822,-0.09999999999999787,-0.4247058823529919,-43.483158724794635,20.158730158730187,18.02365390600687,
ASIAPACINS,Asia Pacific General Insurance Company Limited,Buy,Strong buy,Neutral,54.616577402131185,0.29999999999999716,-0.5494117647058729,-1.0108668182989966,46.55584528465882,38.66003738885093,
ASIATICLAB,Asiatic Laboratories Ltd,Buy,Strong buy,Neutral,60.10081288183408,-1.3999999999999986,3.5679411764705975,62.401890752597346,64.8962061560487,67.28129737834918,Long Upper Shadow
ATLASBANG,Atlas Bangladesh Limited,Sell,Strong sell,Neutral,37.9848361935995,-4.600000000000001,-3.684411764705878,-110.17132942962894,22.40896358543416,27.917833800186724,"Gravestone Doji, Long Upper Shadow"
AZIZPIPES,Aziz Pipes Limited.,Sell,Strong sell,Sell,33.94530537106863,-5.399999999999999,-6.763823529411674,-118.56005200715248,22.043534762833005,19.388032370488514,
BANGAS,Bangas Limited,Sell,Sell,Neutral,40.562917764695875,-14.199999999999989,-9.87147058823544,-93.59095617709418,13.956895066046249,13.366825213722478,
BANKASIA,Bank Asia PLC,Neutral,Buy,Sell,47.06276342991817,-0.6999999999999993,-0.5291176470588397,-57.291666666666195,48.33333333333337,47.02668507016336,"Dragonfly Doji, Long Lower Shadow"
BARKAPOWER,Baraka Power Ltd.,Sell,Strong sell,Buy,27.8041311606939,-2.700000000000001,-2.2108823529411303,-104.63617371205088,13.437001594896321,12.86438950912635,Inverted Hammer
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,Strong buy,Strong buy,Neutral,55.676611792708506,13.5,2.8988235294109472,52.85037776090042,65.91478696741852,59.64912280701751,Doji
BATBC,British American Tobacco Bangladesh Co Ltd,Strong sell,Strong sell,Sell,31.291818943594336,-7.699999999999989,-8.344705882354901,-115.07617306519619,18.32611136025198,22.43752769712836,
BAYLEASING,Bay Leasing and Investment Ltd.,Sell,Strong sell,Neutral,46.58697968715574,-0.40000000000000036,-0.35558823529413663,-48.42071508738069,24.999999999999968,16.66666666666665,
BBS,Bangladesh Building Systems PLC,Neutral,Buy,Neutral,49.43346208629746,-0.6999999999999993,-0.02382352941177146,-58.51318944844172,13.888888888888909,14.707461084272682,
BBSCABLES,BBS Cables PLC,Neutral,Neutral,Neutral,48.85705290818966,-2.1000000000000014,0.369999999999969,-75.37114579368098,9.513435003631102,12.91997429026958,
BDAUTOCA,Bangladesh Autocars Limited,Neutral,Neutral,Buy,45.6970225063777,-10.099999999999994,-5.86411764705889,-106.93970420933,19.090909090909097,23.43434343434345,
BDCOM,BDCOM Online Ltd.,Buy,Buy,Neutral,50.42064034357414,0.0,0.3711764705882459,-46.28185127405067,22.636930339526717,23.43109966586438,
BDFINANCE,Bangladesh Finance PLC,Strong buy,Strong buy,Buy,79.0712850812528,2.4000000000000004,2.0232352941176153,155.7723577235771,94.91228070175437,89.52433166248956,
BDLAMPS,Bangladesh Lamps PLC,Sell,Sell,Neutral,43.884333121749876,-7.400000000000006,-7.0920588235293,-82.21742260619065,28.883662211860088,32.86872897273298,Black Marubozu
BDTHAI,Bangladesh Thai Aluminium Ltd.,Sell,Strong sell,Sell,43.83707347999881,-0.9000000000000004,-0.4688235294117593,-74.05247813410847,24.77777777777777,22.4778972520908,
BDTHAIFOOD,BD Thai Food & Beverage Ltd.,Sell,Sell,Neutral,47.63806392529307,-1.6999999999999993,-0.25441176470588545,-78.36131951887928,14.666666666666686,18.809523809523835,
BDWELDING,Bangladesh Welding Electrodes Ltd.,Strong sell,Strong sell,Sell,41.90772117171888,-0.20000000000000107,-0.1670588235293753,-178.49462365593791,22.222222222222253,21.358024691358068,
BEACHHATCH,Beach Hatchery Ltd,Sell,Sell,Neutral,49.70713392842549,-2.5,-0.5470588235292553,-41.49625085207496,30.601092896174862,35.38612773585451,
BEACONPHAR,Beacon Pharmaceuticals PLC,Sell,Sell,Neutral,45.659083723879185,-6.299999999999983,-4.1544117647059124,-82.03169629013075,12.935323383084636,19.28831022193998,
