Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Buy,Strong buy,Neutral,53.504354540046315,0.10000000000000009,0.13323529411764357,-38.67403314917182,25.39682539682541,25.925925925925938,"Dragonfly Doji, Long Lower Shadow"
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Strong buy,Strong buy,Buy,68.25338073511267,3.400000000000002,0.7849999999999788,238.48878394332345,73.67376775271515,67.72170324801901,
AAMRANET,aamra networks ltd,Strong sell,Strong sell,Sell,46.79257505099716,-0.09999999999999787,-0.23176470588238018,-70.46070460704489,30.769230769230727,25.98162071846279,
AAMRATECH,Aamra Technologies Limited,Buy,Buy,Neutral,50.4700729583395,0.0,0.1538235294117456,-63.43147946201337,18.192147034252336,15.088062035430502,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Buy,Strong buy,Neutral,55.08398010291348,0.19999999999999973,0.22617647058823298,-2.283105022832009,28.571428571428537,30.33509700176363,
ABBANK,AB Bank PLC,Neutral,Sell,Neutral,46.854746478945955,0.3000000000000007,-0.3464705882353094,-58.974358974358616,36.36363636363641,37.37373737373742,
ACFL,Aman Cotton Fibrous PLC,Strong buy,Strong buy,Buy,53.15389718253715,0.3999999999999986,0.21705882352942396,139.69938107869373,68.37606837606826,72.36467236467229,
ACI,Advanced Chemical Industries PLC,Sell,Sell,Neutral,47.88709210884448,6.900000000000006,-0.5597058823529153,-7.889728003930224,51.38888888888885,63.74579124579122,Doji
ACIFORMULA,ACI Formulations PLC,Sell,Sell,Neutral,47.80480609546839,1.9000000000000057,-0.4991176470587959,2.77122420701544,59.64912280701754,65.38011695906434,Black Marubozu
ACMELAB,ACME Laboratories Ltd.,Sell,Strong sell,Neutral,44.03803798795882,0.9000000000000057,-1.5988235294117175,-61.39534883721017,46.706989247311945,46.44095009314653,
ACMEPL,ACME Pesticides Ltd,Strong buy,Strong buy,Buy,71.18273938983998,5.900000000000002,6.470882352941167,83.98707891093669,77.46031746031743,82.81091923949064,
