Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Sell,Sell,Sell,49.03174926284577,-0.10000000000000009,-0.20205882352941407,-63.802083333333194,44.44444444444446,28.703703703703724,"Dragonfly Doji, Long Lower Shadow"
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Neutral,Buy,Neutral,53.265259136093505,-0.6999999999999993,0.12676470588234423,57.09487825356115,38.67102396514162,28.612926652142335,
AAMRANET,aamra networks ltd,Sell,Strong sell,Neutral,42.00069767881273,-0.6999999999999993,-0.7461764705882636,-78.18930041152335,34.56790123456792,33.74485596707818,Bullish Harami
AAMRATECH,Aamra Technologies Limited,Sell,Sell,Neutral,50.82622176636285,-0.1999999999999993,0.19676470588233563,-6.925460178603891,25.972222222222257,28.935185185185215,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Buy,Buy,Buy,57.20265298159451,0.10000000000000009,-0.10617647058823731,63.492063492061384,58.33333333333339,44.44444444444449,White Marubozu
ABBANK,AB Bank PLC,Buy,Buy,Buy,53.45357657469518,0.20000000000000018,0.005882352941162239,77.09750566893332,45.238095238095234,40.47619047619045,White Marubozu
ACFL,Aman Cotton Fibrous PLC,Neutral,Neutral,Buy,48.48719061080611,-0.1999999999999993,-0.6402941176470591,1.6181229773496186,45.83333333333335,32.731481481481474,
ACI,Advanced Chemical Industries PLC,Buy,Strong buy,Neutral,63.414475978386086,9.099999999999994,14.503823529411733,87.8984063745024,70.2134557274744,80.94366091892205,
ACIFORMULA,ACI Formulations PLC,Buy,Strong buy,Neutral,63.6910227115604,6.599999999999994,5.653529411764708,142.6424242424243,70.67589281086399,74.44311854778006,"Long Upper Shadow, Shooting Star"
ACMELAB,ACME Laboratories Ltd.,Neutral,Buy,Sell,59.26194452953824,1.2000000000000028,1.3735294117647499,138.2614647501684,86.64516789516806,84.58777833777837,
ACMEPL,ACME Pesticides Ltd,Neutral,Sell,Neutral,47.79199631157309,0.0,-0.7914705882352919,-78.30687830687411,30.303030303030315,20.62850729517397,
ACTIVEFINE,Active Fine Chemicals Ltd.,Sell,Strong sell,Neutral,43.76560131598258,-0.40000000000000036,-0.30941176470590115,-14.559386973184392,29.166666666666615,23.61111111111107,Black Marubozu
ADNTEL,ADN Telecom Ltd.,Sell,Strong sell,Neutral,47.236881271119685,-1.0999999999999943,-1.4044117647059196,-32.95515937331405,29.074074074074144,18.25762869788032,Hammer
ADVENT,Advent Pharma Ltd.,Sell,Sell,Neutral,48.60834953561665,-0.20000000000000107,-0.363529411764679,11.695906432748675,37.49999999999991,24.999999999999947,"Gravestone Doji, Long Upper Shadow"
AFCAGRO,AFC Agro Biotech Ltd.,Neutral,Neutral,Buy,50.390114407768806,-0.09999999999999964,-0.26617647058818683,27.195883866224843,39.99999999999997,27.777777777777747,
AFTABAUTO,Aftab Automobiles Ltd.,Sell,Strong sell,Neutral,45.83494028211554,-0.6999999999999957,-2.0226470588235514,-26.48766328011573,51.27463312368974,40.74449225789841,Hammer
AGNISYSL,Agni Systems PLC,Neutral,Neutral,Neutral,49.697527625167176,-0.5,-0.42264705882349674,23.232323232330046,43.74999999999999,31.250000000000018,"Dragonfly Doji, Long Lower Shadow"
AGRANINS,Agrani Insurance PLC,Strong buy,Strong buy,Buy,66.73653577516538,1.0,0.9473529411764865,192.21008496082445,77.51587301587307,68.23280423280428,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,Buy,Buy,Neutral,52.141253108873656,0.0,-0.06029411764704218,22.22222222222104,44.444444444444436,29.629629629629616,Doji
AIL,Alif Industries Ltd.,Sell,Strong sell,Neutral,27.10343361130967,-2.799999999999997,-10.006764705882397,-68.55337575115084,15.646258503401365,11.487604887243227,
AL-HAJTEX,Alhaj Textile Mills Limited,Strong buy,Strong buy,Buy,66.02041775177176,32.64074084000001,4.11053461370588,197.7922355853348,94.80042105331823,64.0038368062846,
ALARABANK,Al-Arafah Islami Bank PLC,Sell,Strong sell,Neutral,28.544953730966014,-1.5999999999999996,-1.8705882352941305,-127.63892259160252,4.597701149425281,4.314509411960689,
ALIF,Alif Manufacturing Company Ltd.,Sell,Sell,Neutral,49.96760065988962,0.0,-0.25411764705882334,-24.179620034542417,27.77777777777777,14.814814814814804,"Dragonfly Doji, Long Lower Shadow"
ALLTEX,Alltex Industries Limited,Buy,Strong buy,Buy,52.97253304375407,-0.20000000000000107,-0.062352941176479604,0.5792064871182964,51.11111111111105,44.44444444444439,White Marubozu
AMANFEED,Aman Feed PLC,Buy,Buy,Buy,50.717506468154525,0.20000000000000284,-0.3470588235293981,38.683127572018144,30.76923076923083,24.786324786324855,Bullish Engulfing
AMBEEPHA,Ambee Pharmaceuticals PLC,Neutral,Sell,Buy,45.42992025011716,3.300000000000068,-17.417352941174954,34.04149583797083,46.659604519774064,34.49107911704791,
