Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Neutral,Buy,Neutral,51.54749948667808,-0.09999999999999964,0.04029411764705415,-34.66666666666714,20.00000000000003,12.59259259259261,"Gravestone Doji, Long Upper Shadow"
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Sell,Strong sell,Neutral,34.359889081322066,-1.6999999999999993,-1.4870588235294306,-133.51581508516304,16.458664546899843,9.866435062513506,
AAMRANET,aamra networks ltd,Sell,Strong sell,Neutral,41.27435865372321,-1.5,-0.6838235294117982,-126.26589097177572,15.632183908045983,11.240649516511594,Bullish Harami
AAMRATECH,Aamra Technologies Limited,Neutral,Neutral,Neutral,50.42559529808996,-0.3999999999999986,-0.038529411764727683,-56.761904761904304,19.065656565656607,19.132996632996665,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Buy,Strong buy,Neutral,54.26522615036692,0.0,0.03735294117646948,-2.3724792408079556,33.3333333333333,21.11111111111108,
ABBANK,AB Bank PLC,Buy,Strong buy,Neutral,59.19641758505638,0.0,1.0120588235293981,37.11696158826077,25.49019607843135,28.001375988992066,
ACFL,Aman Cotton Fibrous PLC,Neutral,Neutral,Neutral,50.20159072213972,-0.3999999999999986,-0.4002941176470429,-60.34482758620405,26.984126984126945,27.188290775247253,White Marubozu
ACI,Advanced Chemical Industries PLC,Neutral,Sell,Buy,45.80661485613891,-12.199999999999989,-4.94588235294114,-80.71619377662292,16.033233352337962,14.112021008050512,
ACIFORMULA,ACI Formulations PLC,Neutral,Neutral,Neutral,46.94052928526475,-9.400000000000006,-1.2161764705881524,-89.53504705717145,20.34072249589495,14.056790995894987,Hanging Man
ACMELAB,ACME Laboratories Ltd.,Neutral,Neutral,Neutral,49.015434486492346,-2.9000000000000057,0.32029411764706595,-68.22552889968706,16.068621672069895,16.99650811871018,
ACMEPL,ACME Pesticides Ltd,Buy,Strong buy,Neutral,53.23390260350901,0.09999999999999787,0.41970588235294315,10.476978218913557,64.70588235294112,64.43355119825704,"Gravestone Doji, Long Upper Shadow"
