Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Buy,Strong buy,Neutral,51.69796642550192,0.10000000000000009,-0.2652941176470569,-19.999999999998682,41.666666666666664,28.888888888888896,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Neutral,Neutral,Buy,46.08175126886347,1.0,-1.591176470588259,-16.102139011959373,35.35353535353535,29.657287157287147,"Inverted Hammer, Long Upper Shadow"
AAMRANET,aamra networks ltd,Sell,Strong sell,Neutral,37.87816242935701,-1.3000000000000007,-2.2276470588235604,-115.70743405275745,17.28395061728394,12.371399176954712,
AAMRATECH,Aamra Technologies Limited,Sell,Sell,Sell,40.803272770397705,-0.10000000000000142,-2.215882352941197,-56.574219109923554,21.88872002701792,20.20695813249007,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Buy,Strong buy,Buy,51.996293080407675,0.20000000000000018,-0.2552941176470589,10.41666666666606,40.000000000000014,28.888888888888896,
ABBANK,AB Bank PLC,Sell,Strong sell,Sell,32.50743398654042,-0.20000000000000018,-0.32205882352942794,-124.0740740740738,19.999999999999925,17.77777777777771,"Dragonfly Doji, Long Lower Shadow"
ACFL,Aman Cotton Fibrous PLC,Sell,Strong sell,Sell,41.03267637551375,-1.2999999999999972,-0.9473529411764545,-91.16615767447229,49.57264957264957,45.45454545454544,
ACI,Advanced Chemical Industries PLC,Sell,Strong sell,Neutral,30.533829510371945,-3.4000000000000057,-7.39823529411774,-89.90678560689615,20.753756047873665,25.50899859161191,"Bullish Harami, Inverted Hammer, Long Upper Shadow"
ACIFORMULA,ACI Formulations PLC,Sell,Strong sell,Neutral,41.05440356301403,-5.5,-14.824705882352987,-64.98604594105647,25.274109643857503,20.3861050867032,
ACMELAB,ACME Laboratories Ltd.,Sell,Strong sell,Sell,23.89706828378735,-2.299999999999997,-3.3305882352940728,-122.2178666318221,14.373522458628765,13.646156958295158,
ACMEPL,ACME Pesticides Ltd,Sell,Sell,Sell,46.93818402685327,-0.8999999999999986,-0.1150000000000091,-78.23129251700544,25.65284178187402,31.81771633384534,
ACTIVEFINE,Active Fine Chemicals Ltd.,Strong sell,Strong sell,Sell,30.487314010721803,-0.5999999999999996,-0.6826470588235534,-109.47712418300873,2.7777777777777786,6.481481481481521,
ADNTEL,ADN Telecom Ltd.,Sell,Strong sell,Sell,28.568703269271992,-4.400000000000006,-5.122352941176473,-139.35969868173254,19.298245614035036,20.714285714285666,Black Spinning Top
ADVENT,Advent Pharma Ltd.,Strong sell,Strong sell,Sell,32.26297000401213,-0.5,-1.239411764705892,-93.00105031987034,20.526315789473713,21.54335113145184,
