Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Sell,Strong sell,Neutral,31.93732837686889,-0.19999999999999973,-0.25735294117647367,-192.52873563218574,23.33333333333336,15.555555555555577,"Dragonfly Doji, Long Lower Shadow"
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Sell,Strong sell,Buy,32.57243963734608,-1.6999999999999993,-1.85882352941179,-168.27231856133966,10.736396220267187,8.426631910502836,
AAMRANET,aamra networks ltd,Sell,Strong sell,Buy,35.380762844538026,-2.6999999999999993,-2.08617647058826,-122.53086419753056,11.399711399711434,7.520025261960808,"Inverted Hammer, Long Upper Shadow"
AAMRATECH,Aamra Technologies Limited,Strong sell,Strong sell,Sell,23.71654236655715,-2.0,-1.4332352941176651,-252.30769230769138,9.821428571428555,11.466165413533824,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Sell,Strong sell,Sell,20.310306590546062,-0.2999999999999998,-0.2955882352941188,-177.0833333333361,16.666666666666675,11.111111111111114,Doji
ABBANK,AB Bank PLC,Sell,Strong sell,Neutral,20.050149297016276,-1.0,-0.8691176470588342,-181.94444444443752,7.142857142857114,7.231040564373875,Doji
ACFL,Aman Cotton Fibrous PLC,Sell,Sell,Sell,44.95918825395779,-0.40000000000000213,-0.0076470588235260095,-35.52336609760165,39.34640522875815,54.72766884531589,
ACI,Advanced Chemical Industries PLC,Buy,Strong buy,Buy,56.77009618086751,11.300000000000011,1.9647058823529164,121.72254020169069,66.33986928104572,59.31372549019604,
ACIFORMULA,ACI Formulations PLC,Sell,Strong sell,Buy,36.55920374684072,-7.6000000000000085,-7.316470588235148,-96.31661210888024,11.042059215673314,9.282943459080528,
ACMELAB,ACME Laboratories Ltd.,Strong sell,Strong sell,Sell,34.3481740774163,-1.4000000000000057,-1.7302941176469915,-220.72072072072433,15.873015873015751,18.935185185185023,Hammer
ACMEPL,ACME Pesticides Ltd,Sell,Strong sell,Sell,37.76173997313584,-1.3999999999999986,-1.0679411764705762,-142.10363015823754,15.740740740740762,16.582491582491595,Hammer
ACTIVEFINE,Active Fine Chemicals Ltd.,Sell,Strong sell,Buy,16.313379343281895,-1.7000000000000002,-1.8079411764705977,-162.45006657789813,6.9444444444444455,3.240740740740742,
ADNTEL,ADN Telecom Ltd.,Sell,Strong sell,Sell,33.31195705949314,-5.099999999999994,-7.5111764705882536,-113.43926430358978,25.320512820512835,20.12287335042927,"Gravestone Doji, Long Upper Shadow"
ADVENT,Advent Pharma Ltd.,Sell,Strong sell,Sell,26.39038076192965,-1.0,-1.136176470588211,-167.56919374247778,10.91617933723199,9.437946718648492,Black Marubozu
AFCAGRO,AFC Agro Biotech Ltd.,Sell,Strong sell,Neutral,25.521781272590644,-1.0,-1.8982352941175904,-112.82343987823454,16.695652173913036,9.261123824052879,
AFTABAUTO,Aftab Automobiles Ltd.,Sell,Strong sell,Buy,43.38898688808591,-1.7000000000000028,-1.493529411764733,-59.446357953821895,15.646258503401341,17.766996106618716,
AGNISYSL,Agni Systems PLC,Sell,Strong sell,Sell,31.62753702475706,-3.3000000000000007,-3.681470588235257,-123.61443646359682,27.604166666666657,18.726501122334444,
AGRANINS,Agrani Insuarnce Co. Ltd.,Sell,Strong sell,Neutral,20.863082116831322,-2.900000000000002,-4.046470588235277,-113.10612357994108,1.0101010101010062,2.1339835132938574,"Gravestone Doji, Long Upper Shadow"
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,Sell,Strong sell,Neutral,18.47642734371631,-0.5,-0.564117647058807,-167.2453703703712,12.037037037037036,9.611992945326291,
AIL,Alif Industries Ltd.,Sell,Strong sell,Neutral,40.92552900086653,-2.5,-4.041176470588255,-46.02323503128621,24.154589371980734,21.90888559848048,
AL-HAJTEX,Alhaj Textile Mills Limited,Sell,Strong sell,Buy,46.521796850437106,0.30000000000001137,-9.640588235294075,25.91209523308788,22.767857142857153,16.71626984126985,
ALARABANK,Al-Arafah Islami Bank PLC,Sell,Sell,Neutral,37.96951034585555,-1.1999999999999993,-2.752352941176486,-71.11955260103375,26.666666666666682,14.258056758056762,
ALIF,Alif Manufacturing Company Ltd.,Sell,Strong sell,Neutral,16.9777637810609,-0.8999999999999999,-1.1264705882352812,-136.72111312764574,22.222222222222218,14.343434343434344,
ALLTEX,Alltex Industries Limited,Buy,Strong buy,Neutral,52.66286187965072,-0.3000000000000007,0.08558823529410198,39.099720716282434,53.859649122807014,49.67200610221206,
AMANFEED,Aman Feed PLC,Sell,Strong sell,Sell,43.84873689221351,-1.4000000000000021,-1.6814705882352854,-27.234753550542493,33.333333333333336,23.177715530656698,
AMBEEPHA,Ambee Pharmaceuticals PLC,Neutral,Sell,Buy,47.044896485053535,-1.6000000000000227,-13.921764705880719,-7.090381001207252,64.34895833333337,64.81770833333337,
AMCLPRAN,Agricultural Marketing Co. Ltd.,Sell,Strong sell,Neutral,31.351834480605376,-5.599999999999994,-13.277941176469966,-106.90779356585853,2.866177070583443,3.148828142708189,"Inverted Hammer, Long Upper Shadow"
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,Sell,Strong sell,Neutral,38.69707908709114,-1.1000000000000014,-2.0758823529412034,-164.28423451420224,15.185185185185219,14.760802469135813,
ANWARGALV,Anwar Galvanizing Ltd.,Buy,Buy,Neutral,51.797696850779445,1.1999999999999886,22.39176470588231,21.692379616643322,52.08898000564668,64.1010947267823,Long Upper Shadow
AOL,Associated Oxygen Ltd,Neutral,Sell,Neutral,48.5620482746029,0.29999999999999893,-0.42264705882352516,32.72727272727393,26.666666666666753,20.70707070707081,"Dragonfly Doji, Long Lower Shadow"
