Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Neutral,Sell,Buy,41.484766630271956,-0.3999999999999999,-0.16029411764705648,-113.79207625856353,13.095238095238107,11.309523809523798,Doji
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Sell,Strong sell,Sell,33.26294908386001,-3.6999999999999993,-1.9952941176470809,-165.3192219119043,11.812865497076023,10.489650051053575,
AAMRANET,aamra networks ltd,Sell,Sell,Neutral,39.60961768640567,-1.1999999999999993,-0.11705882352943675,-203.04726368159072,14.007680491551438,36.935617444733865,Long Upper Shadow
AAMRATECH,Aamra Technologies Limited,Sell,Sell,Neutral,34.246065316082706,-5.599999999999998,-0.9888235294117891,-163.007014333638,4.385964912280737,5.722070165467694,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Sell,Sell,Neutral,40.207893572966285,-0.3999999999999999,-0.20882352941176485,-124.06015037594014,4.761904761904746,5.952380952380902,
ABBANK,AB Bank PLC,Sell,Strong sell,Buy,38.55745723616527,-0.2999999999999998,-0.17794117647060403,-146.66666666666634,16.66666666666674,11.111111111111157,
ACFL,Aman Cotton Fibrous PLC,Buy,Buy,Buy,51.598049925604144,-0.3000000000000007,-0.4726470588235223,-3.134796238245223,58.730158730158685,49.99999999999998,
ACI,Advanced Chemical Industries PLC,Sell,Strong sell,Neutral,31.501998792863716,-9.400000000000006,-8.517352941176625,-123.45679012345788,26.094034581196297,23.840853019389197,
ACIFORMULA,ACI Formulations PLC,Neutral,Sell,Buy,38.75197658039088,-15.400000000000006,-7.04323529411775,-180.9098797570363,8.722628836480874,8.053879738104078,
ACMELAB,ACME Laboratories Ltd.,Sell,Sell,Neutral,33.89406355511538,-3.299999999999997,-2.892352941176412,-124.91382876051243,8.932268559597743,10.389562588320343,
ACMEPL,ACME Pesticides Ltd,Buy,Strong buy,Neutral,53.92388347354817,0.3999999999999986,0.7888235294117578,46.29629629629705,52.432432432432385,40.600600600600565,
