Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Sell,Strong sell,Neutral,27.43690888991604,-0.5,-0.4311764705882375,-153.629316420015,16.666666666666654,10.555555555555552,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Sell,Strong sell,Buy,27.331911336654116,-3.0,-2.777941176470616,-142.69535673839468,16.866096866096854,11.240056240056225,
AAMRANET,aamra networks ltd,Sell,Strong sell,Neutral,23.91130782701876,-3.3000000000000007,-3.0435294117647267,-156.76141257536588,12.784679089026907,11.02798168015562,
AAMRATECH,Aamra Technologies Limited,Sell,Strong sell,Neutral,21.694025035859937,-2.4000000000000004,-2.061470588235313,-157.50915750915738,6.697037947037939,6.735712985712976,"Hammer, Long Lower Shadow"
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Sell,Strong sell,Buy,27.084459042825756,-0.3999999999999999,-0.44647058823529573,-122.34706616729203,25.595238095238077,19.510582010582002,White Marubozu
ABBANK,AB Bank PLC,Sell,Strong sell,Neutral,14.979727467893582,-1.4,-1.249705882352952,-143.13346228239558,7.407407407407411,5.978835978835974,Doji
ACFL,Aman Cotton Fibrous PLC,Sell,Strong sell,Neutral,43.16321767253292,-0.7999999999999972,-0.16470588235293704,-52.434456928837626,25.490196078431328,34.03050108932457,
ACI,Advanced Chemical Industries PLC,Buy,Strong buy,Buy,58.14612740050988,3.700000000000017,4.4194117647058135,110.09758781455524,76.63398692810456,75.6535947712418,
ACIFORMULA,ACI Formulations PLC,Sell,Strong sell,Neutral,28.920952033114816,-19.700000000000017,-9.253529411764703,-161.90476190476207,10.972858598272351,9.882529879555127,
ACMELAB,ACME Laboratories Ltd.,Sell,Strong sell,Neutral,35.67661046472436,-2.6000000000000085,-2.8091176470587698,-137.78362380796062,21.06481481481481,14.737654320987689,
ACMEPL,ACME Pesticides Ltd,Sell,Strong sell,Neutral,39.24106189638838,-1.5999999999999996,-1.7097058823529299,-123.11265969802517,22.347913524384115,14.852322695459952,
