Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Sell,Strong sell,Neutral,45.81815496973546,0.0,-0.1779411764705916,-54.535336672232,31.666666666666597,24.444444444444375,White Marubozu
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Neutral,Sell,Buy,48.96498616818005,0.6000000000000014,-1.4520588235294412,-9.709349977935714,38.24463118580762,29.676314970432585,
AAMRANET,aamra networks ltd,Buy,Strong buy,Buy,56.669128042313325,1.8000000000000007,-0.31676470588238104,25.0692869740492,78.57142857142857,63.88240399868309,
AAMRATECH,Aamra Technologies Limited,Sell,Strong sell,Neutral,41.68185568336637,-0.20000000000000107,-1.0905882352941383,-59.62343096234323,24.1626794258373,22.036643235473644,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Sell,Strong sell,Neutral,46.386349076330205,0.0,-0.16235294117647125,-37.73584905660666,11.111111111111107,3.703703703703699,
ABBANK,AB Bank PLC,Sell,Strong sell,Neutral,39.43816319749022,-0.3000000000000007,-0.3097058823529517,-92.22846441947299,16.666666666666647,17.12962962962962,
ACFL,Aman Cotton Fibrous PLC,Strong buy,Strong buy,Neutral,64.19089681487279,1.3000000000000007,-0.15647058823529036,267.6147382029771,87.41890959282262,81.51640629901497,"Gravestone Doji, Long Upper Shadow"
ACI,Advanced Chemical Industries PLC,Sell,Strong sell,Buy,43.02188275149401,5.899999999999977,-5.61852941176474,-35.877789022215644,36.872586872586844,30.00858000858,Inverted Hammer
ACIFORMULA,ACI Formulations PLC,Buy,Buy,Neutral,50.46293511498973,7.699999999999989,-0.3341176470586902,18.92622634221572,67.96296296296293,70.95322290464667,Bullish Harami
ACMELAB,ACME Laboratories Ltd.,Sell,Sell,Buy,39.44689555863288,0.30000000000001137,-2.0391176470587737,-47.80285035629497,28.535353535353494,27.624352269742246,Bullish Harami
ACMEPL,ACME Pesticides Ltd,Sell,Sell,Sell,46.504233002430865,1.0999999999999996,-0.572352941176451,-35.05457598656603,49.04761904761907,51.00198412698415,
ACTIVEFINE,Active Fine Chemicals Ltd.,Sell,Strong sell,Sell,22.27426952465784,-0.9000000000000004,-0.9794117647058904,-116.80000000000128,7.905982905982886,7.977207977207958,
ADNTEL,ADN Telecom Ltd.,Sell,Strong sell,Neutral,43.96122646566603,1.9000000000000057,-6.611176470588234,-21.310836679032754,31.410114433370236,23.006419899053807,
ADVENT,Advent Pharma Ltd.,Sell,Strong sell,Neutral,40.04501052097627,-0.5,-0.837352941176448,-82.8584995251665,14.56484348125214,12.594885907579377,
AFCAGRO,AFC Agro Biotech Ltd.,Sell,Strong sell,Buy,23.1781931034278,-1.0,-1.4764705882352391,-101.05433901054329,11.59420289855071,8.69565217391303,
