Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Buy,Strong buy,Neutral,55.004435538105604,0.20000000000000018,0.263823529411761,25.059101654845968,41.07744107744106,50.72951739618404,"Dragonfly Doji, Long Lower Shadow"
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Sell,Strong sell,Neutral,41.87976289582616,-0.3000000000000007,-0.76058823529414,-77.23577235773021,15.489982281586464,28.73487498674902,
AAMRANET,aamra networks ltd,Sell,Strong sell,Neutral,47.68931330831752,-1.1999999999999993,-0.10352941176473607,-23.94454946439709,32.7311577311577,42.6443926443926,
AAMRATECH,Aamra Technologies Limited,Neutral,Buy,Neutral,49.89245673874733,-2.0999999999999996,0.5385294117646833,-14.593175853018188,34.04392764857881,39.80778357854771,"Dragonfly Doji, Long Lower Shadow"
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Buy,Strong buy,Neutral,55.98609218832188,0.3999999999999999,0.4397058823529387,46.46464646464619,48.71794871794873,57.18725718725719,Doji
ABBANK,AB Bank PLC,Sell,Sell,Sell,40.57429516050812,-0.9000000000000004,-0.4723529411764851,-147.0999301187978,5.341880341880348,7.7065527065527135,
ACFL,Aman Cotton Fibrous PLC,Strong buy,Strong buy,Neutral,55.633678581225816,0.10000000000000142,0.0564705882352996,48.55967078189707,66.66666666666679,64.88095238095245,
ACI,Advanced Chemical Industries PLC,Sell,Sell,Neutral,41.924547692310995,-10.199999999999989,-10.142058823529396,-91.22308966169876,9.46362321574541,13.611687522270373,
ACIFORMULA,ACI Formulations PLC,Sell,Sell,Neutral,44.113717984481006,-4.300000000000011,-4.581176470588218,-103.67109681424535,34.19273642574606,42.79276039793839,Bullish Engulfing
ACMELAB,ACME Laboratories Ltd.,Sell,Strong sell,Buy,38.46254814888263,-3.700000000000003,-2.8770588235293815,-136.38968481375483,4.838709677419438,5.361714578304436,
ACMEPL,ACME Pesticides Ltd,Strong buy,Strong buy,Buy,77.84901036874493,6.100000000000001,3.462058823529407,147.25861232411452,83.62573099415202,79.14230019493175,White Marubozu
ACTIVEFINE,Active Fine Chemicals Ltd.,Neutral,Buy,Neutral,52.08340330087656,-0.40000000000000036,0.1420588235293927,-20.15838732901555,27.777777777777786,33.564814814814845,White Marubozu
ADNTEL,ADN Telecom Ltd.,Sell,Strong sell,Neutral,44.98980673530902,-1.2000000000000028,-2.2147058823529875,-42.871262663703845,31.40022675736961,49.415746428488,
ADVENT,Advent Pharma Ltd.,Buy,Buy,Neutral,51.07868277848878,0.40000000000000036,0.29088235294119613,30.303030303029562,52.63157894736842,59.426343636869944,
AFCAGRO,AFC Agro Biotech Ltd.,Buy,Strong buy,Sell,58.79049475698688,0.0,0.4370588235294619,62.992125984251736,58.513931888544924,55.280357757137956,
