Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Sell,Sell,Neutral,41.17173272182991,-0.10000000000000009,-0.21676470588235075,-73.97959183673414,21.666666666666675,26.058201058201078,"Gravestone Doji, Long Upper Shadow"
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Sell,Sell,Neutral,39.649485961777806,0.1999999999999993,-1.777352941176499,-55.37576411362948,24.527417027417005,22.44829244829243,
AAMRANET,aamra networks ltd,Sell,Strong sell,Neutral,32.43797463387513,-3.0,-1.69823529411768,-182.33264320220803,7.484567901234541,9.683641975308634,Inverted Hammer
AAMRATECH,Aamra Technologies Limited,Neutral,Sell,Neutral,43.49710722877849,0.0,-2.1173529411764953,-52.54015339800635,15.970418470418489,16.106144258318196,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Sell,Sell,Neutral,42.98175669753955,0.0,-0.2241176470588231,-60.16260162601693,19.999999999999996,26.296296296296294,
ABBANK,AB Bank PLC,Sell,Strong sell,Neutral,32.50743398654042,-0.20000000000000018,-0.25441176470589966,-126.60469234174394,13.33333333333328,15.555555555555515,Doji
ACFL,Aman Cotton Fibrous PLC,Sell,Strong sell,Sell,35.436080784203625,-1.3000000000000007,-0.6035294117646899,-142.9924242424256,35.50893550893549,44.07213157213155,
ACI,Advanced Chemical Industries PLC,Sell,Strong sell,Neutral,34.447728992745525,0.09999999999999432,-7.4061764705883775,-57.26737730402027,30.527827861831867,30.111664965498434,Long Upper Shadow
ACIFORMULA,ACI Formulations PLC,Sell,Strong sell,Neutral,33.02222398196464,-11.800000000000011,-14.63852941176475,-109.14509219594022,13.639350076863238,12.602095943107836,
ACMELAB,ACME Laboratories Ltd.,Sell,Strong sell,Neutral,24.79344405100622,-2.0,-3.00764705882348,-111.1760352148348,11.46345660896896,7.385959305611116,Black Marubozu
ACMEPL,ACME Pesticides Ltd,Sell,Sell,Sell,47.417083142661326,-0.5,0.5832352941176353,-56.37445047840493,34.285714285714256,46.97478991596634,Bearish Engulfing
ACTIVEFINE,Active Fine Chemicals Ltd.,Sell,Strong sell,Neutral,32.38122145547956,-0.40000000000000036,-0.5814705882353177,-102.7871757692952,8.333333333333341,11.111111111111148,Black Marubozu
ADNTEL,ADN Telecom Ltd.,Sell,Strong sell,Neutral,31.302244938543723,-2.8000000000000043,-4.401470588235306,-113.81558345432342,19.285714285714242,20.14424951267053,
ADVENT,Advent Pharma Ltd.,Sell,Strong sell,Neutral,35.79659996019498,-0.40000000000000036,-1.155294117647065,-72.76880404633732,20.1449275362319,15.623188405797114,
AFCAGRO,AFC Agro Biotech Ltd.,Sell,Strong sell,Neutral,38.15537104724364,-0.10000000000000053,-0.32676470588230977,-88.40090090090183,20.26455026455021,21.168430335097,
AFTABAUTO,Aftab Automobiles Ltd.,Strong sell,Strong sell,Neutral,26.121666653300565,-1.3000000000000007,-1.8873529411765162,-126.31423071227569,18.43434343434342,11.668163112607578,
AGNISYSL,Agni Systems PLC,Neutral,Buy,Neutral,49.20852435475862,0.8999999999999986,-1.3273529411764642,17.064252133032827,62.632925023556346,52.43375763730361,
AGRANINS,Agrani Insurance PLC,Sell,Sell,Neutral,42.456646187787925,-0.8999999999999986,-1.0220588235294201,-88.74522480164619,18.726262193241727,21.481419450215288,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,Buy,Buy,Buy,50.544456182796786,0.40000000000000036,-0.37941176470588633,16.234887737478562,69.96336996336998,63.226316167492655,
AIL,Alif Industries Ltd.,Strong sell,Strong sell,Sell,31.57773273661803,-2.799999999999997,-2.9605882352940256,-123.93514701841839,26.833751044277324,24.508821072288526,
AL-HAJTEX,Alhaj Textile Mills Limited,Strong sell,Strong sell,Sell,17.262363273885256,-11.199999999999989,-13.341764705882397,-153.59861863276072,7.456260197220465,6.630839501031221,
ALARABANK,Al-Arafah Islami Bank PLC,Sell,Strong sell,Sell,41.71603193143414,-1.3999999999999986,-0.2405882352941191,-85.73928258967669,4.763460939931531,12.946363730677461,
ALIF,Alif Manufacturing Company Ltd.,Sell,Sell,Neutral,41.260019163880806,-0.09999999999999964,-0.09058823529412052,-87.71929824561306,9.722222222222273,8.670033670033716,
ALLTEX,Alltex Industries Limited,Buy,Strong buy,Neutral,58.619226076936805,-0.29999999999999716,0.9900000000000198,-30.971128608922047,29.03225806451616,27.95698924731188,
AMANFEED,Aman Feed PLC,Sell,Strong sell,Sell,29.871133235535538,-6.100000000000001,-3.4776470588235284,-139.38645254272254,13.612504112539009,18.98245538241348,
AMBEEPHA,Ambee Pharmaceuticals PLC,Strong sell,Strong sell,Sell,39.49273614527615,-10.200000000000045,-28.217941176468116,-68.62745098039856,22.900311306454835,17.811736250262683,"Inverted Hammer, Long Upper Shadow"
AMCLPRAN,Agricultural Marketing Co. Ltd.,Sell,Strong sell,Neutral,38.150577384055055,-3.8999999999999773,-7.595294117646404,-101.79954934099405,11.510812054290371,14.0915076103266,
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,Sell,Strong sell,Sell,29.26991736223556,-5.300000000000001,-4.193529411764665,-116.43192488263045,15.400144883330805,12.243454917569037,
ANWARGALV,Anwar Galvanizing Ltd.,Sell,Strong sell,Buy,42.78438253637217,2.1000000000000085,-4.826176470588237,-45.341050959028586,26.969812049862416,25.471557725284995,
AOL,Associated Oxygen Ltd,Sell,Strong sell,Neutral,27.749524090740735,-1.200000000000001,-1.1808823529411683,-124.93899463152808,7.833271059077517,10.664185464944481,Inverted Hammer
APEXFOODS,Apex Foods Limited,Sell,Strong sell,Neutral,30.16021807779022,-16.30000000000001,-14.899411764706258,-129.20895762848255,17.234456898182398,13.566638868643906,
APEXFOOT,Apex Footwear Ltd.,Sell,Strong sell,Sell,35.4153181798588,-8.0,-6.440882352940918,-103.78141299194624,16.36432350718061,22.414155565505258,
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,Sell,Strong sell,Neutral,25.408902490668254,-63.900000000000034,-52.55588235294084,-185.51421895953337,11.034830564449088,7.517363287438671,
APEXTANRY,Apex Tannery Limited.,Sell,Strong sell,Neutral,36.024517479143356,-3.299999999999997,-4.107058823529428,-129.0692906929068,19.040166136752106,22.16730908566171,
