Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Strong buy,Strong buy,Buy,74.12924956600855,0.6999999999999997,0.21470588235293686,390.1234567901217,93.33333333333333,79.99999999999999,"Dragonfly Doji, Long Lower Shadow"
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Buy,Buy,Buy,55.78439110928478,1.0999999999999979,-0.48117647058825597,72.13343812767026,69.49917898193756,58.93723773034117,
AAMRANET,aamra networks ltd,Neutral,Buy,Neutral,53.29745462282536,0.8999999999999986,0.6655882352940807,55.108359133127415,69.69696969696967,75.3367003367003,
AAMRATECH,Aamra Technologies Limited,Buy,Strong buy,Neutral,72.59630856005653,3.0999999999999996,2.049117647058802,165.35334584115137,80.95238095238095,87.3015873015873,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Strong buy,Strong buy,Buy,73.65291834601116,0.8000000000000003,0.25499999999999856,375.5020080321244,93.33333333333333,79.99999999999999,
ABBANK,AB Bank PLC,Buy,Buy,Neutral,54.444858930062075,-0.5,0.542352941176456,-75.77337504344729,25.49019607843138,28.104575163398682,Doji
ACFL,Aman Cotton Fibrous PLC,Buy,Buy,Buy,51.677517802094236,0.3999999999999986,0.06382352941177061,-16.26016260162357,57.40740740740739,58.64197530864195,"Dragonfly Doji, Long Lower Shadow"
ACI,Advanced Chemical Industries PLC,Sell,Sell,Neutral,46.697764170777425,-3.799999999999983,-1.9558823529411598,-70.47541502691492,36.77354677325852,39.36371585329528,
ACIFORMULA,ACI Formulations PLC,Neutral,Neutral,Sell,49.488891443415845,-2.1999999999999886,-0.16941176470581354,-45.445602990360584,46.04163356109967,43.04288715857128,
ACMELAB,ACME Laboratories Ltd.,Sell,Sell,Sell,46.78384493217386,-1.4000000000000057,0.43235294117647527,-96.5265474848347,32.64327485380108,40.60482624184975,
ACMEPL,ACME Pesticides Ltd,Strong buy,Strong buy,Buy,73.49287052050671,2.1999999999999993,0.9758823529411735,327.82369146005493,87.08329964696686,79.80434958363651,
ACTIVEFINE,Active Fine Chemicals Ltd.,Buy,Strong buy,Neutral,69.79895256827086,0.9000000000000004,0.6867647058823341,222.6871222687055,87.03703703703705,79.01234567901236,
ADNTEL,ADN Telecom Ltd.,Sell,Strong sell,Neutral,46.134682457103445,0.20000000000000284,-2.8035294117647354,-42.10049796287953,42.30129697372798,40.19237197615556,
ADVENT,Advent Pharma Ltd.,Buy,Strong buy,Neutral,62.67076813792012,0.8000000000000007,-0.04911764705880195,139.69335604769972,74.60317460317458,61.164021164021136,Black Spinning Top
AFCAGRO,AFC Agro Biotech Ltd.,Buy,Strong buy,Neutral,64.67180023671759,0.5999999999999996,0.809411764705934,188.18380743982365,89.47368421052634,75.87719298245617,
AFTABAUTO,Aftab Automobiles Ltd.,Neutral,Sell,Buy,50.34048491800913,1.3000000000000007,-0.33882352941179406,45.357807927641176,73.1707317073171,75.33875338753388,
