Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Buy,Strong buy,Neutral,62.91855923097041,0.0,0.5832352941176486,54.8648115255577,73.33333333333333,81.11111111111109,"Dragonfly Doji, Long Lower Shadow"
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Buy,Strong buy,Neutral,61.818717260160035,1.4000000000000021,1.4758823529411593,138.39750260145192,71.96969696969695,66.89113355780022,
AAMRANET,aamra networks ltd,Strong buy,Strong buy,Buy,59.97017142977624,1.0,0.46470588235292354,76.59886384460526,63.33333333333337,63.13725490196083,
AAMRATECH,Aamra Technologies Limited,Strong buy,Strong buy,Buy,86.60495453278166,6.0,3.7526470588235092,159.24978687127032,90.70007989499517,89.92907855902207,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Buy,Strong buy,Neutral,59.79841482466546,0.0,0.5155882352941195,50.79365079365058,70.37037037037031,77.77777777777769,"Dragonfly Doji, Long Lower Shadow"
ABBANK,AB Bank PLC,Buy,Buy,Neutral,54.16539889327046,0.0,-0.001764705882369988,-13.565891472867316,11.111111111111077,7.4074074074073835,White Marubozu
ACFL,Aman Cotton Fibrous PLC,Neutral,Buy,Neutral,51.10750746717594,0.5,0.2279411764706012,11.659192825111688,49.38271604938268,52.26337448559669,
ACI,Advanced Chemical Industries PLC,Neutral,Sell,Neutral,48.14966695127481,0.0,2.06382352941165,-85.00881834215248,33.99473721641409,40.85493165705496,Black Marubozu
ACIFORMULA,ACI Formulations PLC,Buy,Buy,Neutral,55.12023673368868,-1.4000000000000057,12.572058823529375,-0.8548438051713895,26.58045977011498,41.206965660988686,Shooting Star
ACMELAB,ACME Laboratories Ltd.,Sell,Sell,Neutral,45.251099785487696,-0.3999999999999915,-0.26823529411760205,-94.3266588142918,15.891265597148056,20.1922667294477,
ACMEPL,ACME Pesticides Ltd,Buy,Strong buy,Neutral,61.20217041815678,3.1999999999999993,1.9129411764705821,142.4735428842216,85.5918531962089,84.84858787796362,
ACTIVEFINE,Active Fine Chemicals Ltd.,Buy,Buy,Neutral,50.45775788334203,0.20000000000000018,0.0285294117646826,28.011204481784947,66.66666666666679,68.88888888888901,Doji
ADNTEL,ADN Telecom Ltd.,Sell,Sell,Neutral,44.15326902927927,-0.7999999999999972,-0.7808823529412479,-96.05378275084124,26.893939393939394,34.325542974497175,Inverted Hammer
ADVENT,Advent Pharma Ltd.,Buy,Strong buy,Neutral,60.29920510409923,0.9000000000000004,0.5264705882352914,97.76751347189987,68.25396825396821,74.20634920634922,
AFCAGRO,AFC Agro Biotech Ltd.,Sell,Sell,Neutral,46.69913268707948,0.0,-0.31323529411760553,-16.806722689077564,57.14285714285714,49.63924963924964,
AFTABAUTO,Aftab Automobiles Ltd.,Sell,Strong sell,Neutral,43.44306375602553,-0.09999999999999787,-0.4252941176470877,-97.838452787259,31.060606060606005,33.122895622895584,
AGNISYSL,Agni Systems PLC,Neutral,Sell,Neutral,45.2005782490856,-1.7000000000000028,0.9273529411764763,-157.1021571021558,17.934260791403688,23.829014451913164,
AGRANINS,Agrani Insurance PLC,Buy,Strong buy,Neutral,57.41625240695061,2.5,2.3367647058823664,41.79104477611934,75.76044129235616,77.14197262829482,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,Buy,Strong buy,Neutral,58.13273371613,-0.2999999999999998,1.132058823529408,12.448132780083027,49.93464052287581,62.37128769636507,
AIL,Alif Industries Ltd.,Neutral,Buy,Neutral,52.371446970663925,-0.19999999999999574,1.435294117647139,-113.49693251535845,13.636363636363713,20.526695526695573,
AL-HAJTEX,Alhaj Textile Mills Limited,Sell,Strong sell,Neutral,38.44147030799032,-4.1000000000000085,-4.017941176470657,-96.11277759261435,13.541666666666638,16.42027014127527,
ALARABANK,Al-Arafah Islami Bank PLC,Buy,Neutral,Buy,48.33130147901417,-1.0999999999999979,0.2270588235294113,-62.12664277180492,17.22222222222224,15.18518518518519,
ALIF,Alif Manufacturing Company Ltd.,Neutral,Sell,Neutral,47.172275737045844,0.0,0.03705882352940737,-74.07407407406772,46.66666666666668,53.33333333333335,"Gravestone Doji, Long Upper Shadow"
ALLTEX,Alltex Industries Limited,Buy,Strong buy,Neutral,76.12827388204582,2.8999999999999986,3.492058823529419,143.48785871964813,80.28959810874704,83.37018629571824,Bearish Engulfing
AMANFEED,Aman Feed PLC,Strong buy,Strong buy,Buy,63.166225220116345,0.8999999999999986,2.223235294117636,97.9121670266373,59.374999999999964,50.35284525416102,
AMBEEPHA,Ambee Pharmaceuticals PLC,Buy,Buy,Neutral,54.953281320820594,4.0,25.31117647059034,28.071438211340077,39.918414918415024,47.37958105696449,
AMCLPRAN,Agricultural Marketing Co. Ltd.,Strong buy,Strong buy,Buy,57.4796898903323,2.6999999999999886,2.118823529412367,9.076558800303614,21.70255055082187,15.024176684603923,
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,Buy,Strong buy,Neutral,58.55060676066972,2.0,0.9279411764706254,84.1773576412288,81.07546048722513,66.05534987887918,Bearish Engulfing
ANWARGALV,Anwar Galvanizing Ltd.,Neutral,Sell,Neutral,45.24720696143812,-0.4000000000000057,-3.663823529411772,-92.60954258490128,14.068952271199441,9.385595940297334,White Spinning Top
AOL,Associated Oxygen Ltd,Strong buy,Strong buy,Buy,62.98324568363747,1.4000000000000021,0.20823529411765662,227.57111597374134,75.98290598290605,75.05698005698011,
APEXFOODS,Apex Foods Limited,Buy,Strong buy,Neutral,50.6925234326139,4.7000000000000455,-3.2682352941179147,-45.77413637816108,23.333400811585875,16.515555533871314,
APEXFOOT,Apex Footwear Ltd.,Buy,Strong buy,Neutral,54.839722988068516,1.4000000000000057,4.525294117647235,-44.4208289054266,52.79642058165549,53.02013422818795,
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,Neutral,Sell,Buy,40.004218307382686,-31.69999999999999,-26.9908823529409,-122.94727024416214,6.562828048150151,5.08741788426514,White Marubozu
APEXTANRY,Apex Tannery Limited.,Buy,Strong buy,Buy,56.10785868979999,4.599999999999994,0.13323529411762536,13.26259946949562,40.9729527549852,29.674966935644438,
APOLOISPAT,Appollo Ispat Complex Ltd.,Buy,Strong buy,Neutral,54.94532661700971,0.19999999999999973,0.127647058823523,92.42424242424241,77.77777777777777,75.92592592592592,
ARAMIT,Aramit Limited,Neutral,Buy,Neutral,50.84485847745368,-5.800000000000011,2.3120588235296964,-54.18313570486954,43.536213973606415,41.327743119646186,Black Marubozu
ARAMITCEM,Aramit Cement Limited,Strong buy,Strong buy,Buy,58.65923629870471,0.40000000000000036,0.4188235294117817,106.48148148148215,79.84126984126982,72.53968253968252,"Dragonfly Doji, Long Lower Shadow"
ARGONDENIM,Argon Denims Ltd.,Buy,Buy,Neutral,57.84466874122535,2.3999999999999986,3.024411764705885,47.426690604428245,66.06060606060608,72.72727272727272,
ASIAINS,Asia Insurance PLC,Buy,Strong buy,Neutral,53.38585463039283,2.5,1.1044117647058869,25.72614107883642,69.84848484848486,67.29718569341213,Black Marubozu
ASIAPACINS,Asia Pacific General Insurance PLC,Buy,Strong buy,Sell,64.18908845089987,8.799999999999997,5.183529411764724,105.94021944759798,82.19962136221545,86.97648890420476,Black Marubozu
ASIATICLAB,Asiatic Laboratories Ltd,Sell,Sell,Neutral,36.22815740679736,-5.799999999999997,-9.105588235294107,-99.0504256712508,5.713742453771981,5.509090842653706,Long Upper Shadow
ATLASBANG,Atlas Bangladesh Limited,Buy,Strong buy,Neutral,62.023265862904545,0.9000000000000057,9.037647058823453,27.1844660194167,51.303598362421916,48.71050885072777,Doji
AZIZPIPES,Aziz Pipes Limited.,Buy,Strong buy,Neutral,65.67276586972142,8.400000000000006,3.128529411764717,158.19631290483557,86.97916666666663,86.49587985114296,White Marubozu
BANGAS,Bangas Limited,Buy,Strong buy,Neutral,54.010053762495765,2.1999999999999886,-0.6514705882351564,-21.05044848861725,28.167208912550578,17.855146441801853,
BANKASIA,Bank Asia PLC,Sell,Strong sell,Neutral,35.060419655831794,-0.6000000000000014,-0.31852941176471106,-105.36681437715319,11.574074074074,12.037037037037068,
BARKAPOWER,Baraka Power Ltd.,Buy,Strong buy,Sell,70.91101913653108,1.5,1.142647058823533,145.00711816147998,80.88336783988963,85.00385661510985,
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,Buy,Strong buy,Neutral,58.6422493415975,15.5,18.17882352941183,52.18148459123984,61.445386408538326,66.90024081954493,
BATBC,British American Tobacco Bangladesh Co Ltd,Buy,Buy,Neutral,57.17012573863446,12.5,19.64352941176398,36.9355428031045,59.48434622467767,68.66175567833022,
BAYLEASING,Bay Leasing and Investment Ltd.,Buy,Strong buy,Neutral,57.349063401268786,0.09999999999999964,0.5264705882353002,46.54654654654637,75.85470085470085,78.27635327635328,
BBS,Bangladesh Building Systems PLC,Buy,Buy,Buy,52.449707741196285,0.6999999999999993,0.37264705882353333,48.54039375424556,58.730158730158706,70.40343915343912,
BBSCABLES,BBS Cables PLC,Sell,Sell,Buy,44.958830971784344,0.3000000000000007,0.024117647058840674,-34.954954954954594,49.20634920634924,64.30127606598198,Black Marubozu
BDAUTOCA,Bangladesh Autocars Limited,Strong buy,Strong buy,Buy,57.49259563427604,13.400000000000006,2.1329411764705526,165.1791712251218,63.1105006105006,46.1294261294261,Black Spinning Top
BDCOM,BDCOM Online Ltd.,Sell,Sell,Neutral,47.24378236569029,-0.29999999999999716,-0.12970588235291558,-81.28026953042709,43.108504398827,43.93939393939397,
