Symbol,Name,Tech Rating,MA Rating,Os Rating,RSI (14),Mom (10),AO,CCI (20),"Stoch (14,3,3) %K","Stoch (14,3,3) %D",Patterns
1JANATAMF,First Janata Bank Mutual Fund Units,Buy,Strong buy,Buy,55.126222434966216,0.20000000000000018,0.03882352941176137,78.92527287993325,55.555555555555564,52.5925925925926,Doji
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,Buy,Strong buy,Buy,55.786623874391566,0.8999999999999986,-0.140294117647084,108.33333333332047,42.857142857142804,40.24420024420024,
AAMRANET,aamra networks ltd,Strong buy,Strong buy,Buy,77.05342955329228,2.0,1.271764705882326,189.51826363155172,70.00301932367155,73.2743192797541,
AAMRATECH,Aamra Technologies Limited,Strong buy,Strong buy,Buy,73.10963448691423,1.9000000000000004,1.1714705882352767,220.67557535263626,87.90764790764787,84.26738012944908,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,Buy,Strong buy,Buy,55.21707270952606,0.19999999999999973,0.06382352941176217,95.23809523809373,66.66666666666667,65.92592592592592,"Gravestone Doji, Long Upper Shadow"
ABBANK,AB Bank PLC,Neutral,Sell,Neutral,40.03857924840221,0.10000000000000053,-0.417352941176488,27.04852824184654,66.66666666666667,67.40740740740743,Doji
ACFL,Aman Cotton Fibrous PLC,Buy,Strong buy,Sell,79.72803654860296,2.299999999999997,4.0047058823529476,109.76226605968681,85.71024335031127,88.26235011294436,
ACI,Advanced Chemical Industries PLC,Sell,Strong sell,Neutral,45.10024030122263,4.899999999999977,-0.8726470588235884,15.198659645762694,62.31884057971015,72.88502415458937,
ACIFORMULA,ACI Formulations PLC,Buy,Strong buy,Neutral,58.58272705525348,4.600000000000023,2.060000000000059,118.91683530884978,73.94636015325672,76.39614536166256,Hanging Man
ACMELAB,ACME Laboratories Ltd.,Buy,Strong buy,Neutral,59.33829851490582,3.3999999999999915,3.3064705882353422,115.82405027135101,57.14285714285713,65.24867724867724,
ACMEPL,ACME Pesticides Ltd,Buy,Strong buy,Neutral,52.0104258495258,0.09999999999999787,0.5117647058823387,36.024016010674316,36.19047619047617,39.365079365079346,
ACTIVEFINE,Active Fine Chemicals Ltd.,Sell,Strong sell,Buy,48.21488517448808,0.0,0.21088235294115432,16.80672268906938,39.88095238095241,58.752204585537946,
ADNTEL,ADN Telecom Ltd.,Buy,Strong buy,Neutral,62.30602679166641,2.6000000000000014,2.9729411764705276,109.55016319000806,59.12698412698409,64.02116402116398,
ADVENT,Advent Pharma Ltd.,Strong buy,Strong buy,Neutral,73.64777387314902,1.5,0.9350000000000218,171.61493477282883,86.34920634920634,88.05916305916304,
AFCAGRO,AFC Agro Biotech Ltd.,Strong buy,Strong buy,Buy,60.65273445346631,0.5999999999999996,0.5817647058823976,119.96458610004333,39.682539682539705,49.34371184371185,
AFTABAUTO,Aftab Automobiles Ltd.,Strong buy,Strong buy,Buy,79.12170400813062,3.900000000000002,2.175882352941155,179.04761904761938,86.90943043884216,78.30801007271594,
AGNISYSL,Agni Systems PLC,Buy,Strong buy,Neutral,69.5703234094601,3.0,3.5976470588235365,99.37366330583625,77.40112994350282,79.24317325800376,
AGRANINS,Agrani Insurance PLC,Buy,Strong buy,Neutral,67.4322111304528,2.8000000000000007,2.225882352941202,207.46887966803985,79.33333333333333,82.2248772069561,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,Buy,Strong buy,Buy,54.60897285423238,0.19999999999999973,0.09147058823529086,56.79012345679056,49.99999999999994,53.17460317460314,"Gravestone Doji, Long Upper Shadow"
AIL,Alif Industries Ltd.,Buy,Strong buy,Neutral,67.4581390863597,2.4000000000000057,2.3970588235294734,140.2373247033332,80.38706739526417,79.68497185710305,
AL-HAJTEX,Alhaj Textile Mills Limited,Neutral,Sell,Neutral,49.14438269953815,7.099999999999994,0.2673529411764264,76.5027322404371,55.4726368159204,61.81660005981022,Long Upper Shadow
ALARABANK,Al-Arafah Islami Bank PLC,Neutral,Neutral,Neutral,53.228897795615886,0.8000000000000007,0.14911764705881403,83.76963350785297,61.11973775017258,72.42351046698879,Doji
ALIF,Alif Manufacturing Company Ltd.,Buy,Strong buy,Neutral,52.287444995301406,0.0,0.16617647058823248,6.230529595018129,33.33333333333339,43.51851851851861,
ALLTEX,Alltex Industries Limited,Neutral,Buy,Neutral,52.40963227249873,-0.5999999999999979,0.7158823529411755,-65.70512820512364,27.083333333333442,36.80555555555558,
AMANFEED,Aman Feed PLC,Strong buy,Strong buy,Buy,72.42251342471182,2.6000000000000014,2.48882352941175,197.21329046087902,68.12891986062719,60.843160028238934,
AMBEEPHA,Ambee Pharmaceuticals PLC,Strong buy,Strong buy,Buy,55.14358509531347,5.2999999999999545,9.968235294119381,91.00055897148518,35.560734463276795,33.152758572250086,"Long Upper Shadow, Shooting Star"
AMCLPRAN,Agricultural Marketing Co. Ltd.,Sell,Sell,Sell,48.96076136218849,-2.200000000000017,2.0023529411770937,-37.39624290084315,37.74104683195583,43.923944311708134,
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,Buy,Strong buy,Neutral,76.47634503318828,7.199999999999999,7.89294117647059,132.39984441851254,84.15527827292533,81.11211048972214,
ANWARGALV,Anwar Galvanizing Ltd.,Buy,Strong buy,Sell,71.65433770497744,21.799999999999997,12.714117647058757,195.0450450450447,85.34201954397395,83.67390517553385,
AOL,Associated Oxygen Ltd,Strong buy,Strong buy,Buy,67.49629329373525,1.7999999999999972,1.6826470588235338,100.12437810945234,65.74074074074075,67.90123456790124,
APEXFOODS,Apex Foods Limited,Buy,Strong buy,Neutral,54.29563043930318,2.5,0.5794117647055828,-37.471327644735545,33.02210227698425,23.524975939235162,
APEXFOOT,Apex Footwear Ltd.,Buy,Strong buy,Neutral,53.59697820114754,5.800000000000011,0.506764705882432,34.83132383387651,59.47530864197537,52.34349939749006,
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,Buy,Strong buy,Neutral,56.41868251999177,24.5,-30.23411764705861,-3.6870135190496125,41.596532347319794,22.321835970607037,
APEXTANRY,Apex Tannery Limited.,Buy,Strong buy,Neutral,55.20603607806272,4.400000000000006,3.7373529411764395,-21.42110762800429,33.366216624001424,20.72633677824227,
APOLOISPAT,Appollo Ispat Complex Ltd.,Buy,Strong buy,Buy,52.36967457236858,0.0,0.056176470588231275,55.111111111111015,54.166666666666636,62.49999999999997,
ARAMIT,Aramit Limited,Strong buy,Strong buy,Buy,62.3253772937212,13.399999999999977,6.082058823529479,118.83798438044245,59.36507936507934,60.908807967631496,
ARAMITCEM,Aramit Cement Limited,Strong buy,Strong buy,Buy,62.35056088106211,2.0999999999999996,1.5791176470588422,70.42903275411393,51.90499752597722,53.955687503436174,
ARGONDENIM,Argon Denims Ltd.,Strong buy,Strong buy,Neutral,58.090513746272684,0.5999999999999979,0.6461764705882374,115.71796673693929,62.45421245421246,59.27960927960928,
ASIAINS,Asia Insurance PLC,Buy,Strong buy,Sell,72.2686435545339,6.5,2.275588235294123,267.24137931034124,86.8230694037146,80.44939051390672,Black Spinning Top
ASIAPACINS,Asia Pacific General Insurance PLC,Buy,Strong buy,Neutral,68.57401459710873,3.3999999999999986,3.5217647058823687,187.0370370370387,76.07157719517272,75.57963260210454,
ASIATICLAB,Asiatic Laboratories Ltd,Buy,Strong buy,Sell,67.4688346061937,3.6999999999999886,17.15029411764705,61.45433240023397,68.21232997703585,71.24051703650859,Shooting Star
ATLASBANG,Atlas Bangladesh Limited,Neutral,Buy,Sell,50.222131420951236,-0.9000000000000057,-0.3261764705882797,7.622398123715446,38.628773938526486,34.03303119107656,Black Marubozu
AZIZPIPES,Aziz Pipes Limited.,Buy,Strong buy,Neutral,61.1215293662393,8.099999999999994,8.184705882352937,67.86991398473043,55.435562259091704,56.99703927154909,
BANGAS,Bangas Limited,Buy,Strong buy,Neutral,50.85839177280615,4.200000000000017,-0.19852941176469585,61.10652353427118,52.42385242385236,50.646900401802306,Bearish Engulfing
BANKASIA,Bank Asia PLC,Sell,Strong sell,Neutral,34.19446643498978,0.5999999999999979,-1.5049999999999812,-55.631554947562186,50.66666666666665,49.40277777777779,
BARKAPOWER,Baraka Power Ltd.,Buy,Strong buy,Neutral,60.64088745408364,0.09999999999999964,0.4214705882353229,63.85353873632561,60.00000000000002,66.41975308641977,Doji
