Symbol,Name,Price,Change %,Perf % 1W,Perf % 1M,Perf % 3M,Perf % 6M,Perf % YTD,Perf % 1Y,Perf % 5Y,Perf % 10Y,Perf % All Time,Volatility 1W,Volatility 1M
1JANATAMF,First Janata Bank Mutual Fund Units,2.4,4.347826086956526,0.0,-7.692307692307699,-17.24137931034483,-31.428571428571434,-7.692307692307699,-22.580645161290327,-60.0,-37.81333367218157,-55.856225425746985,4.347826086956523,5.6326625743101735
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,18.7,-2.604166666666667,-6.030150753768841,-6.500000000000003,-8.780487804878051,-13.425925925925936,-6.500000000000003,-18.695652173913047,-1.5789473684210564,92.78350515463919,-38.88888888888889,4.652558243192575,3.630180143436599
AAMRANET,aamra networks ltd,15.8,-1.2499999999999956,-5.389221556886219,-11.235955056179774,-18.134715025906736,-15.957446808510637,-11.235955056179774,-34.71074380165289,-46.20542777346459,-73.77398534571103,-73.77398534571103,3.0263615845294884,3.949762677716321
AAMRATECH,Aamra Technologies Limited,11.2,-0.8849557522124019,-2.6086956521739193,-8.94308943089432,-10.400000000000004,-13.84615384615385,-8.94308943089432,-27.27272727272728,-53.0750989945099,-46.03636371142215,-61.91066674899359,2.697876447876455,3.681341285783342
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,2.5,0.0,-3.8461538461538494,-7.407407407407414,-13.79310344827586,-34.210526315789465,-7.407407407407414,-21.875000000000004,-60.317460317460316,-32.385106758480184,-62.708316675759924,7.466666666666672,6.546716149347735
ABBANK,AB Bank PLC,4.3,0.0,0.0,4.878048780487809,-14.000000000000004,-38.57142857142857,4.878048780487809,-40.277777777777786,-57.08613310885909,-74.96691092811999,-81.31544675941318,3.3111849390919192,4.758195623742223
ACFL,Aman Cotton Fibrous PLC,17.0,-1.1627906976744147,-0.5847953216374352,-5.555555555555555,-9.090909090909088,-12.820512820512821,-5.555555555555555,-1.7341040462427786,-41.37931034482759,-71.66666666666667,-71.66666666666667,2.8072547833410426,2.8188925336913426
ACI,Advanced Chemical Industries PLC,209.2,0.6253006253006171,-0.38095238095238637,7.282051282051277,22.339181286549703,3.5643564356435586,7.282051282051277,39.46666666666666,-2.8426923559346537,-26.705325261296533,235.9250082604473,1.6007251625795362,2.309244278769422
ACIFORMULA,ACI Formulations PLC,134.7,1.1261261261261262,1.5837104072398147,4.418604651162782,-3.648068669527913,-4.128113879003567,4.418604651162782,11.322314049586767,15.362969293301374,-23.007620931113014,95.35221043313189,1.8518137840172493,2.2128366373762924
ACMELAB,ACME Laboratories Ltd.,74.8,0.40268456375838546,1.6304347826086996,4.908835904628331,-2.3498694516971246,-10.41916167664671,4.908835904628331,0.6729475100942127,3.888888888888885,-44.592592592592595,-44.592592592592595,1.142307693871198,1.275845562756504
ACMEPL,ACME Pesticides Ltd,15.6,0.6451612903225784,-5.454545454545456,-1.8867924528301931,-2.500000000000002,3.3112582781456954,-1.8867924528301931,23.80952380952381,41.81818181818181,41.81818181818181,41.81818181818181,3.790426621018371,3.6388110537624327
ACTIVEFINE,Active Fine Chemicals Ltd.,5.5,-1.7857142857142794,-1.7857142857142796,1.8518518518518452,-22.535211267605632,-39.560439560439555,1.8518518518518452,-32.09876543209876,-69.94535519125682,-81.0176990597772,-81.34782595590472,2.1818181818181777,4.8635967808581535
ADNTEL,ADN Telecom Ltd.,64.1,3.2206119162640787,13.250883392226136,10.708117443868732,-0.3110419906687447,-18.447837150127228,10.708117443868732,-28.299776286353477,26.930693069306923,58.271604938271594,58.271604938271594,5.501895708249201,3.2780124520035825
